codigo_comuna,comuna_residencia,fecha,positividad
8111,tome,2020-06-16,0.15849669574661052
9210,traiguen,2020-06-16,NA
16207,treguaco,2020-06-16,NA
8312,tucapel,2020-06-16,0.0746031746031746
14101,valdivia,2020-06-16,0.03687589856888218
3301,vallenar,2020-06-16,NA
5101,valparaiso,2020-06-16,0.2945653513376564
9211,victoria,2020-06-16,0.19849238480817427
4106,vicuna,2020-06-16,NA
9119,vilcun,2020-06-16,0.061224489795918366
7407,villa alegre,2020-06-16,0.12189239332096476
5804,villa alemana,2020-06-16,0.30763294615287023
9120,villarrica,2020-06-16,0.12184340117651843
5109,vina del mar,2020-06-16,0.3183150279214147
13132,vitacura,2020-06-16,0.37057626978968256
7408,yerbas buenas,2020-06-16,0.18003663003663004
8313,yumbel,2020-06-16,0.2580309901738473
16109,yungay,2020-06-16,0.07653061224489796
5405,zapallar,2020-06-16,NA
11201,aisen,2020-06-17,0.0141321044546851
5602,algarrobo,2020-06-17,0.09693163978878265
13502,alhue,2020-06-17,0.4317527010804322
8314,alto biobio,2020-06-17,0.3814756671899529
3302,alto del carmen,2020-06-17,NA
1107,alto hospicio,2020-06-17,0.35705240701605656
10202,ancud,2020-06-17,NA
4103,andacollo,2020-06-17,0.04897959183673469
9201,angol,2020-06-17,0.18030464250355174
2101,antofagasta,2020-06-17,0.31878898547682333
8302,antuco,2020-06-17,NA
8202,arauco,2020-06-17,0.1394070538901366
15101,arica,2020-06-17,0.18952644433870644
13402,buin,2020-06-17,0.4558688278229654
16102,bulnes,2020-06-17,0.10584118262689692
5402,cabildo,2020-06-17,0.700720707863565
12201,cabo de hornos,2020-06-17,NA
8303,cabrero,2020-06-17,0.24547006474001382
2201,calama,2020-06-17,0.5704160706205019
10102,calbuco,2020-06-17,0.05849463869145426
3102,caldera,2020-06-17,0.06956521739130435
5502,calera,2020-06-17,0.28747908254210774
13403,calera de tango,2020-06-17,0.30306219545349977
5302,calle larga,2020-06-17,0.3090175150519978
1402,camina,2020-06-17,NA
4202,canela,2020-06-17,NA
8203,canete,2020-06-17,0.017482517482517484
9102,carahue,2020-06-17,0.02119309262166405
5603,cartagena,2020-06-17,0.2144041303524062
5102,casablanca,2020-06-17,0.17963048855906
10201,castro,2020-06-17,NA
5702,catemu,2020-06-17,0.16567460317460317
7201,cauquenes,2020-06-17,0.23845904808637727
13102,cerrillos,2020-06-17,0.427946878319735
13103,cerro navia,2020-06-17,0.49889771739491445
10401,chaiten,2020-06-17,NA
3201,chanaral,2020-06-17,0.0989795918367347
7202,chanco,2020-06-17,0.2704081632653061
6302,chepica,2020-06-17,0.33888292158968847
8103,chiguayante,2020-06-17,0.13112852470868785
16101,chillan,2020-06-17,0.14261204776987768
16103,chillan viejo,2020-06-17,0.31666987982777456
6303,chimbarongo,2020-06-17,0.23753501400560223
9121,cholchol,2020-06-17,NA
10203,chonchi,2020-06-17,NA
10103,cochamo,2020-06-17,NA
6102,codegua,2020-06-17,0.3011904761904762
16203,coelemu,2020-06-17,0.1365079365079365
16302,coihueco,2020-06-17,0.195578231292517
6103,coinco,2020-06-17,NA
7402,colbun,2020-06-17,0.28803854875283447
1403,colchane,2020-06-17,NA
13301,colina,2020-06-17,0.44383176637100746
9202,collipulli,2020-06-17,0.18269230769230768
6104,coltauco,2020-06-17,0.3435374149659864
4302,combarbala,2020-06-17,NA
5103,con con,2020-06-17,0.2722634508348794
8101,concepcion,2020-06-17,0.15282433583851399
13104,conchali,2020-06-17,0.4659916983422842
7102,constitucion,2020-06-17,0.24183718283097164
8204,contulmo,2020-06-17,NA
3101,copiapo,2020-06-17,0.14249300734742426
4102,coquimbo,2020-06-17,0.21215520848808223
8102,coronel,2020-06-17,0.15502598013159552
14102,corral,2020-06-17,0.06802721088435373
11101,coyhaique,2020-06-17,0.004395604395604396
9103,cunco,2020-06-17,0.05204545454545455
9203,curacautin,2020-06-17,0.22321428571428573
13503,curacavi,2020-06-17,0.3503910870831323
8205,curanilahue,2020-06-17,0.06663216011042097
9104,curarrehue,2020-06-17,NA
7103,curepto,2020-06-17,0.12142857142857143
7301,curico,2020-06-17,0.24878707475609788
10205,dalcahue,2020-06-17,NA
3202,diego de almagro,2020-06-17,0.07619047619047618
6105,donihue,2020-06-17,0.37399049363335074
13105,el bosque,2020-06-17,0.5191444819459169
16104,el carmen,2020-06-17,0.11428571428571428
13602,el monte,2020-06-17,0.4986530997138265
5604,el quisco,2020-06-17,0.1733353947639662
5605,el tabo,2020-06-17,0.3647959183673469
7104,empedrado,2020-06-17,NA
9204,ercilla,2020-06-17,NA
13106,estacion central,2020-06-17,0.42107512076491194
8104,florida,2020-06-17,0.09523809523809523
9105,freire,2020-06-17,0.1438625450180072
3303,freirina,2020-06-17,NA
10104,fresia,2020-06-17,0.08902022347400498
10105,frutillar,2020-06-17,0.0629513343799058
14202,futrono,2020-06-17,0.047619047619047616
9106,galvarino,2020-06-17,NA
9107,gorbea,2020-06-17,0.06854256854256854
6106,graneros,2020-06-17,0.435927127060132
5503,hijuelas,2020-06-17,0.21493506493506492
10403,hualaihue,2020-06-17,0.03571428571428571
7302,hualane,2020-06-17,0.6197802197802198
8112,hualpen,2020-06-17,0.20917142192652396
8105,hualqui,2020-06-17,0.12020727810201494
1404,huara,2020-06-17,NA
3304,huasco,2020-06-17,NA
13107,huechuraba,2020-06-17,0.4601441571401919
4201,illapel,2020-06-17,0.10822148660784521
13108,independencia,2020-06-17,0.4575640408502368
1101,iquique,2020-06-17,0.34989025851999594
13603,isla de maipo,2020-06-17,0.4586673379029031
5201,isla de pascua,2020-06-17,NA
13109,la cisterna,2020-06-17,0.42291070216813864
5504,la cruz,2020-06-17,0.16122448979591836
6202,la estrella,2020-06-17,NA
13110,la florida,2020-06-17,0.3896023540806905
13111,la granja,2020-06-17,0.5125066450322302
4104,la higuera,2020-06-17,NA
5401,la ligua,2020-06-17,0.2866855366855367
13112,la pintana,2020-06-17,0.4435568851074258
13113,la reina,2020-06-17,0.33987217048334767
4101,la serena,2020-06-17,0.22224782089222603
14201,la union,2020-06-17,0.06846328274899703
14203,lago ranco,2020-06-17,NA
8304,laja,2020-06-17,0.15734126984126984
13302,lampa,2020-06-17,0.4299061569180584
14103,lanco,2020-06-17,0.05384615384615384
6107,las cabras,2020-06-17,0.37704517704517704
13114,las condes,2020-06-17,0.3591360624439879
9108,lautaro,2020-06-17,0.052350940376150464
8201,lebu,2020-06-17,0.17456140350877192
7303,licanten,2020-06-17,0.14200680272108843
5802,limache,2020-06-17,0.3772717995503219
7401,linares,2020-06-17,0.24149314185891385
6203,litueche,2020-06-17,NA
5703,llaillay,2020-06-17,0.1534521854718899
10107,llanquihue,2020-06-17,0.09919799498746867
13115,lo barnechea,2020-06-17,0.3183621396216127
13116,lo espejo,2020-06-17,0.49274792795652395
13117,lo prado,2020-06-17,0.5109253910778842
6304,lolol,2020-06-17,0.25
9109,loncoche,2020-06-17,0.07002997002997004
7403,longavi,2020-06-17,0.3689364634742786
9205,lonquimay,2020-06-17,0.026785714285714284
8206,los alamos,2020-06-17,0.14249639249639248
5301,los andes,2020-06-17,0.29164032859464806
8301,los angeles,2020-06-17,0.1263871319000789
14104,los lagos,2020-06-17,0.06567242281527993
10106,los muermos,2020-06-17,0.07142857142857142
9206,los sauces,2020-06-17,NA
4203,los vilos,2020-06-17,NA
8106,lota,2020-06-17,0.20501323682182232
9207,lumaco,2020-06-17,NA
6108,machali,2020-06-17,0.4747296129031592
13118,macul,2020-06-17,0.37423297215830115
14105,mafil,2020-06-17,0.12337662337662338
13119,maipu,2020-06-17,0.3910761805057411
6109,malloa,2020-06-17,0.5333333333333333
6204,marchihue,2020-06-17,0.2
2302,maria elena,2020-06-17,0.5324675324675324
13504,maria pinto,2020-06-17,0.34285714285714286
14106,mariquina,2020-06-17,0.09523809523809523
7105,maule,2020-06-17,0.20377241805813234
10108,maullin,2020-06-17,0
2102,mejillones,2020-06-17,NA
9110,melipeuco,2020-06-17,NA
13501,melipilla,2020-06-17,0.433770500484204
7304,molina,2020-06-17,0.23556998556998557
4303,monte patria,2020-06-17,0.30851292109873346
6110,mostazal,2020-06-17,0.3792929292929293
8305,mulchen,2020-06-17,0.020512820512820513
8306,nacimiento,2020-06-17,0.2274546485260771
6305,nancagua,2020-06-17,0.1290516206482593
12401,natales,2020-06-17,0
6205,navidad,2020-06-17,NA
8307,negrete,2020-06-17,NA
16204,ninhue,2020-06-17,NA
16303,niquen,2020-06-17,0.22040816326530613
5506,nogales,2020-06-17,0.4023942910497532
9111,nueva imperial,2020-06-17,0.09542698502325832
13120,nunoa,2020-06-17,0.36765937517597724
6111,olivar,2020-06-17,0.4107142857142857
2202,ollague,2020-06-17,NA
5803,olmue,2020-06-17,0.3735930735930736
10301,osorno,2020-06-17,0.2115883811718667
4301,ovalle,2020-06-17,0.2830394977893303
13604,padre hurtado,2020-06-17,0.47705622987771656
9112,padre las casas,2020-06-17,0.030185478478161405
4105,paiguano,2020-06-17,NA
14107,paillaco,2020-06-17,0.01098901098901099
13404,paine,2020-06-17,0.46403790118430904
6306,palmilla,2020-06-17,0.19523809523809524
14108,panguipulli,2020-06-17,0.02501889644746787
5704,panquehue,2020-06-17,0.1983843537414966
5403,papudo,2020-06-17,0.5476190476190476
6206,paredones,2020-06-17,0.17857142857142858
7404,parral,2020-06-17,0.162569573283859
13121,pedro aguirre cerda,2020-06-17,0.4898100456899538
7106,pelarco,2020-06-17,0.05952380952380952
7203,pelluhue,2020-06-17,0.5476190476190476
16105,pemuco,2020-06-17,0.5984539270253556
13605,penaflor,2020-06-17,0.5324451770820661
13122,penalolen,2020-06-17,0.5326237526438579
7107,pencahue,2020-06-17,0.14421768707482993
8107,penco,2020-06-17,0.16585594527685024
6307,peralillo,2020-06-17,NA
9113,perquenco,2020-06-17,0.023809523809523808
5404,petorca,2020-06-17,0.5238095238095238
6112,peumo,2020-06-17,NA
1405,pica,2020-06-17,NA
6113,pichidegua,2020-06-17,0.06802721088435373
6201,pichilemu,2020-06-17,0.25901875901875904
16106,pinto,2020-06-17,NA
13202,pirque,2020-06-17,0.3830947714876286
9114,pitrufquen,2020-06-17,0.006802721088435374
6308,placilla,2020-06-17,0.047619047619047616
16205,portezuelo,2020-06-17,NA
12301,porvenir,2020-06-17,NA
1401,pozo almonte,2020-06-17,0.40218035932321644
12302,primavera,2020-06-17,NA
13123,providencia,2020-06-17,0.3245220419401838
5105,puchuncavi,2020-06-17,0.2590104517609848
9115,pucon,2020-06-17,0.05019708552317248
13124,pudahuel,2020-06-17,0.43262091756949966
13201,puente alto,2020-06-17,0.43959172677395686
10101,puerto montt,2020-06-17,0.07576838674579274
10302,puerto octay,2020-06-17,NA
10109,puerto varas,2020-06-17,0.02901034156940775
6309,pumanque,2020-06-17,NA
4304,punitaqui,2020-06-17,0.13095238095238096
12101,punta arenas,2020-06-17,0.14135044713759448
9208,puren,2020-06-17,NA
10303,purranque,2020-06-17,0.07142857142857142
5705,putaendo,2020-06-17,0.21687627506593024
15201,putre,2020-06-17,NA
10304,puyehue,2020-06-17,NA
10208,quellon,2020-06-17,NA
10209,quemchi,2020-06-17,NA
8308,quilaco,2020-06-17,NA
13125,quilicura,2020-06-17,0.47264252441108234
8309,quilleco,2020-06-17,NA
16107,quillon,2020-06-17,0.16149255156608097
5501,quillota,2020-06-17,0.34125168390154015
5801,quilpue,2020-06-17,0.27856246675455026
10210,quinchao,2020-06-17,NA
6114,quinta de tilcoco,2020-06-17,0.3401360544217687
13126,quinta normal,2020-06-17,0.5000797655702133
5107,quintero,2020-06-17,0.3182995113201063
16201,quirihue,2020-06-17,0.028571428571428574
6101,rancagua,2020-06-17,0.4621458698353143
16206,ranquil,2020-06-17,0.1836734693877551
7305,rauco,2020-06-17,NA
13127,recoleta,2020-06-17,0.44665803771892876
9209,renaico,2020-06-17,0.23129251700680273
13128,renca,2020-06-17,0.5257204569840191
6115,rengo,2020-06-17,0.38164204577248056
6116,requinoa,2020-06-17,0.514522977022977
7405,retiro,2020-06-17,0.3149659863945578
5303,rinconada,2020-06-17,0.23403679653679654
14204,rio bueno,2020-06-17,NA
7108,rio claro,2020-06-17,0.36904761904761907
4305,rio hurtado,2020-06-17,NA
10305,rio negro,2020-06-17,NA
7306,romeral,2020-06-17,0.2582989035436199
9116,saavedra,2020-06-17,0.061224489795918366
7307,sagrada familia,2020-06-17,0.3380952380952381
4204,salamanca,2020-06-17,0.06060606060606061
5601,san antonio,2020-06-17,0.3055740071869104
13401,san bernardo,2020-06-17,0.4609348554753711
16301,san carlos,2020-06-17,0.15381782637721686
7109,san clemente,2020-06-17,0.1570950570950571
5304,san esteban,2020-06-17,0.2716871363930187
16304,san fabian,2020-06-17,NA
5701,san felipe,2020-06-17,0.25168199156309495
6301,san fernando,2020-06-17,0.27674744994830924
16108,san ignacio,2020-06-17,0.22621770386476267
7406,san javier,2020-06-17,0.19695604276249437
13129,san joaquin,2020-06-17,0.4421950506248299
13203,san jose de maipo,2020-06-17,0.32597631266077065
10306,san juan de la costa,2020-06-17,NA
13130,san miguel,2020-06-17,0.40883892018009327
16305,san nicolas,2020-06-17,0.16700680272108845
10307,san pablo,2020-06-17,NA
13505,san pedro,2020-06-17,NA
2203,san pedro de atacama,2020-06-17,NA
8108,san pedro de la paz,2020-06-17,0.16838798195051424
7110,san rafael,2020-06-17,0.0873015873015873
13131,san ramon,2020-06-17,0.49299700155998843
8310,san rosendo,2020-06-17,NA
6117,san vicente,2020-06-17,0.24977067750176993
8311,santa barbara,2020-06-17,0.1798611111111111
6310,santa cruz,2020-06-17,0.19401669758812617
8109,santa juana,2020-06-17,0.1602341893695277
5706,santa maria,2020-06-17,0.2893531589183763
13101,santiago,2020-06-17,0.402122076304008
5606,santo domingo,2020-06-17,0.18495670995670996
2103,sierra gorda,2020-06-17,NA
13601,talagante,2020-06-17,0.4511766981808162
7101,talca,2020-06-17,0.17590274292902633
8110,talcahuano,2020-06-17,0.1712180370430212
2104,taltal,2020-06-17,0.07359307359307359
9101,temuco,2020-06-17,0.02664368873587076
7308,teno,2020-06-17,0.2583380671615966
9117,teodoro schmidt,2020-06-17,NA
3103,tierra amarilla,2020-06-17,0.20974025974025973
13303,tiltil,2020-06-17,0.37555346025049696
8207,tirua,2020-06-17,NA
2301,tocopilla,2020-06-17,NA
9118,tolten,2020-06-17,NA
8111,tome,2020-06-17,0.17365620782730487
9210,traiguen,2020-06-17,NA
16207,treguaco,2020-06-17,NA
8312,tucapel,2020-06-17,0.15317460317460319
14101,valdivia,2020-06-17,0.036716472064500696
3301,vallenar,2020-06-17,NA
5101,valparaiso,2020-06-17,0.30210001077105003
9211,victoria,2020-06-17,0.15849238480817426
4106,vicuna,2020-06-17,NA
9119,vilcun,2020-06-17,0.04081632653061224
7407,villa alegre,2020-06-17,0.10760667903525047
5804,villa alemana,2020-06-17,0.30837991160571804
9120,villarrica,2020-06-17,0.10143523791121231
5109,vina del mar,2020-06-17,0.3333725129037117
13132,vitacura,2020-06-17,0.36612418824629434
7408,yerbas buenas,2020-06-17,0.20044479330193615
8313,yumbel,2020-06-17,0.2909980231408803
16109,yungay,2020-06-17,0.09850863422291993
5405,zapallar,2020-06-17,NA
11201,aisen,2020-06-18,0.009523809523809523
5602,algarrobo,2020-06-18,0.09693163978878265
13502,alhue,2020-06-18,0.44603841536614647
8314,alto biobio,2020-06-18,0.4052851909994767
3302,alto del carmen,2020-06-18,NA
1107,alto hospicio,2020-06-18,0.3488870345170311
10202,ancud,2020-06-18,NA
4103,andacollo,2020-06-18,0.12040816326530612
9201,angol,2020-06-18,0.17312158166195432
2101,antofagasta,2020-06-18,0.32425729036423695
8302,antuco,2020-06-18,NA
8202,arauco,2020-06-18,0.15202610150918422
15101,arica,2020-06-18,0.1898755758740124
13402,buin,2020-06-18,0.4318460843972369
16102,bulnes,2020-06-18,0.11233468912040341
5402,cabildo,2020-06-18,0.5935778507207079
12201,cabo de hornos,2020-06-18,NA
8303,cabrero,2020-06-18,0.28207720759715665
2201,calama,2020-06-18,0.5561017435766767
10102,calbuco,2020-06-18,0.06513915696387951
3102,caldera,2020-06-18,0.08055422838031534
5502,calera,2020-06-18,0.2696219396849649
13403,calera de tango,2020-06-18,0.3114109895165796
5302,calle larga,2020-06-18,0.33027601845335836
1402,camina,2020-06-18,NA
4202,canela,2020-06-18,NA
8203,canete,2020-06-18,0.017482517482517484
9102,carahue,2020-06-18,0.036230686606626455
5603,cartagena,2020-06-18,0.2015073049555808
5102,casablanca,2020-06-18,0.1766542980828695
10201,castro,2020-06-18,NA
5702,catemu,2020-06-18,0.1388888888888889
7201,cauquenes,2020-06-18,0.22645424616560897
13102,cerrillos,2020-06-18,0.4427376431104998
13103,cerro navia,2020-06-18,0.49824908149586583
10401,chaiten,2020-06-18,NA
3201,chanaral,2020-06-18,0.0989795918367347
7202,chanco,2020-06-18,0.2606679035250464
6302,chepica,2020-06-18,0.3311731710227951
8103,chiguayante,2020-06-18,0.11859719638788585
16101,chillan,2020-06-18,0.13923439834831053
16103,chillan viejo,2020-06-18,0.26905083220872694
6303,chimbarongo,2020-06-18,0.26814725890356145
9121,cholchol,2020-06-18,NA
10203,chonchi,2020-06-18,NA
10103,cochamo,2020-06-18,NA
6102,codegua,2020-06-18,0.3904761904761905
16203,coelemu,2020-06-18,0.1365079365079365
16302,coihueco,2020-06-18,0.18764172335600907
6103,coinco,2020-06-18,NA
7402,colbun,2020-06-18,0.3441609977324263
1403,colchane,2020-06-18,NA
13301,colina,2020-06-18,0.4499099018505514
9202,collipulli,2020-06-18,0.11126373626373627
6104,coltauco,2020-06-18,0.36139455782312924
4302,combarbala,2020-06-18,NA
5103,con con,2020-06-18,0.2960729746444032
8101,concepcion,2020-06-18,0.15850907246495466
13104,conchali,2020-06-18,0.4582296191516336
7102,constitucion,2020-06-18,0.30020452976974715
8204,contulmo,2020-06-18,NA
3101,copiapo,2020-06-18,0.14011958962590526
4102,coquimbo,2020-06-18,0.2056498163817139
8102,coronel,2020-06-18,0.1587474687270337
14102,corral,2020-06-18,0.06802721088435373
11101,coyhaique,2020-06-18,0.004395604395604396
9103,cunco,2020-06-18,0.05077561327561327
9203,curacautin,2020-06-18,0.1875
13503,curacavi,2020-06-18,0.35713711882916405
8205,curanilahue,2020-06-18,0.07298136645962734
9104,curarrehue,2020-06-18,NA
7103,curepto,2020-06-18,0.15
7301,curico,2020-06-18,0.2531337233681493
10205,dalcahue,2020-06-18,NA
3202,diego de almagro,2020-06-18,0.02857142857142857
6105,donihue,2020-06-18,0.41694753659039374
13105,el bosque,2020-06-18,0.5134218216067445
16104,el carmen,2020-06-18,0.07142857142857142
13602,el monte,2020-06-18,0.45983512454334213
5604,el quisco,2020-06-18,0.12138734281591425
5605,el tabo,2020-06-18,0.41581632653061223
7104,empedrado,2020-06-18,NA
9204,ercilla,2020-06-18,NA
13106,estacion central,2020-06-18,0.39855460813508126
8104,florida,2020-06-18,0.11904761904761904
9105,freire,2020-06-18,0.13493397358943576
3303,freirina,2020-06-18,NA
10104,fresia,2020-06-18,0.08902022347400498
10105,frutillar,2020-06-18,0.07655677655677655
14202,futrono,2020-06-18,0.07619047619047618
9106,galvarino,2020-06-18,NA
9107,gorbea,2020-06-18,0.06854256854256854
6106,graneros,2020-06-18,0.40625679738980236
5503,hijuelas,2020-06-18,0.22683982683982684
10403,hualaihue,2020-06-18,0.047619047619047616
7302,hualane,2020-06-18,0.5428571428571428
8112,hualpen,2020-06-18,0.19799129770292148
8105,hualqui,2020-06-18,0.13449299238772922
1404,huara,2020-06-18,NA
3304,huasco,2020-06-18,NA
13107,huechuraba,2020-06-18,0.4388254867651057
4201,illapel,2020-06-18,0.11167214223241388
13108,independencia,2020-06-18,0.480473786143703
1101,iquique,2020-06-18,0.3558903988741563
13603,isla de maipo,2020-06-18,0.4681472589035614
5201,isla de pascua,2020-06-18,NA
13109,la cisterna,2020-06-18,0.42251387677131325
5504,la cruz,2020-06-18,0.17803121248499398
6202,la estrella,2020-06-18,NA
13110,la florida,2020-06-18,0.3941890773444565
13111,la granja,2020-06-18,0.4937684218484769
4104,la higuera,2020-06-18,NA
5401,la ligua,2020-06-18,0.2850982350982351
13112,la pintana,2020-06-18,0.43959609026317237
13113,la reina,2020-06-18,0.36045544021669024
4101,la serena,2020-06-18,0.24780904538202192
14201,la union,2020-06-18,0.03785103785103785
14203,lago ranco,2020-06-18,NA
8304,laja,2020-06-18,0.13353174603174603
13302,lampa,2020-06-18,0.42304578565090745
14103,lanco,2020-06-18,0.03696303696303697
6107,las cabras,2020-06-18,0.4405372405372405
13114,las condes,2020-06-18,0.3485220561737343
9108,lautaro,2020-06-18,0.05109043617446979
8201,lebu,2020-06-18,0.19496956677407806
7303,licanten,2020-06-18,0.1501700680272109
5802,limache,2020-06-18,0.3654565471335658
7401,linares,2020-06-18,0.23036141644147415
6203,litueche,2020-06-18,NA
5703,llaillay,2020-06-18,0.15391903887991978
10107,llanquihue,2020-06-18,0.11218500797448165
13115,lo barnechea,2020-06-18,0.3243145205739937
13116,lo espejo,2020-06-18,0.4896196693538128
13117,lo prado,2020-06-18,0.5110047267736582
6304,lolol,2020-06-18,NA
9109,loncoche,2020-06-18,0.041458541458541456
7403,longavi,2020-06-18,0.298708372237784
9205,lonquimay,2020-06-18,0.026785714285714284
8206,los alamos,2020-06-18,0.13631210059781487
5301,los andes,2020-06-18,0.29781448230978536
8301,los angeles,2020-06-18,0.14770277278093716
14104,los lagos,2020-06-18,0.0660580021482277
10106,los muermos,2020-06-18,0.12637362637362637
9206,los sauces,2020-06-18,NA
4203,los vilos,2020-06-18,NA
8106,lota,2020-06-18,0.2266218802792053
9207,lumaco,2020-06-18,NA
6108,machali,2020-06-18,0.47662501479856106
13118,macul,2020-06-18,0.38925114158823526
14105,mafil,2020-06-18,0.09740259740259741
13119,maipu,2020-06-18,0.3788501882966541
6109,malloa,2020-06-18,0.5333333333333333
6204,marchihue,2020-06-18,0.2
2302,maria elena,2020-06-18,0.6118326118326118
13504,maria pinto,2020-06-18,0.34285714285714286
14106,mariquina,2020-06-18,0.10822510822510822
7105,maule,2020-06-18,0.20107133762595947
10108,maullin,2020-06-18,0
2102,mejillones,2020-06-18,NA
9110,melipeuco,2020-06-18,NA
13501,melipilla,2020-06-18,0.4283276465012041
7304,molina,2020-06-18,0.21771284271284272
4303,monte patria,2020-06-18,0.28390594912334044
6110,mostazal,2020-06-18,0.39119769119769116
8305,mulchen,2020-06-18,0.03555041449778292
8306,nacimiento,2020-06-18,0.22575396825396826
6305,nancagua,2020-06-18,0.03721488595438175
12401,natales,2020-06-18,0.015873015873015872
6205,navidad,2020-06-18,NA
8307,negrete,2020-06-18,NA
16204,ninhue,2020-06-18,NA
16303,niquen,2020-06-18,0.1846938775510204
5506,nogales,2020-06-18,0.3796670183224805
9111,nueva imperial,2020-06-18,0.09501290634831007
13120,nunoa,2020-06-18,0.3695118770284791
6111,olivar,2020-06-18,0.41504329004329005
2202,ollague,2020-06-18,NA
5803,olmue,2020-06-18,0.3354978354978355
10301,osorno,2020-06-18,0.18779895826889378
4301,ovalle,2020-06-18,0.26497618677846047
13604,padre hurtado,2020-06-18,0.4743540140607467
9112,padre las casas,2020-06-18,0.03817008646276939
4105,paiguano,2020-06-18,NA
14107,paillaco,2020-06-18,0.01098901098901099
13404,paine,2020-06-18,0.4631533368322524
6306,palmilla,2020-06-18,0.19523809523809524
14108,panguipulli,2020-06-18,0.058632341825619126
5704,panquehue,2020-06-18,0.21028911564625852
5403,papudo,2020-06-18,0.40476190476190477
6206,paredones,2020-06-18,0.17857142857142858
7404,parral,2020-06-18,0.18540157998683343
13121,pedro aguirre cerda,2020-06-18,0.5114910673709755
7106,pelarco,2020-06-18,0.07142857142857142
7203,pelluhue,2020-06-18,0.5238095238095238
16105,pemuco,2020-06-18,0.550834879406308
13605,penaflor,2020-06-18,0.5284769231138121
13122,penalolen,2020-06-18,0.5290005507184489
7107,pencahue,2020-06-18,0.14421768707482993
8107,penco,2020-06-18,0.14461927150286302
6307,peralillo,2020-06-18,NA
9113,perquenco,2020-06-18,0.07142857142857142
5404,petorca,2020-06-18,0.42857142857142855
6112,peumo,2020-06-18,NA
1405,pica,2020-06-18,NA
6113,pichidegua,2020-06-18,0.06802721088435373
6201,pichilemu,2020-06-18,0.23350855493712636
16106,pinto,2020-06-18,NA
13202,pirque,2020-06-18,0.36196381910667624
9114,pitrufquen,2020-06-18,0.006802721088435374
6308,placilla,2020-06-18,0.047619047619047616
16205,portezuelo,2020-06-18,NA
12301,porvenir,2020-06-18,NA
1401,pozo almonte,2020-06-18,0.374707831850689
12302,primavera,2020-06-18,NA
13123,providencia,2020-06-18,0.3181625949355755
5105,puchuncavi,2020-06-18,0.24313743588796893
9115,pucon,2020-06-18,0.028173275999362955
13124,pudahuel,2020-06-18,0.4325269226330979
13201,puente alto,2020-06-18,0.4391380169344921
10101,puerto montt,2020-06-18,0.07984153367608253
10302,puerto octay,2020-06-18,NA
10109,puerto varas,2020-06-18,0.025347337906404085
6309,pumanque,2020-06-18,NA
4304,punitaqui,2020-06-18,0.14285714285714285
12101,punta arenas,2020-06-18,0.1389694947566421
9208,puren,2020-06-18,NA
10303,purranque,2020-06-18,0.07142857142857142
5705,putaendo,2020-06-18,0.2301725026478721
15201,putre,2020-06-18,NA
10304,puyehue,2020-06-18,NA
10208,quellon,2020-06-18,NA
10209,quemchi,2020-06-18,NA
8308,quilaco,2020-06-18,NA
13125,quilicura,2020-06-18,0.46061686588004747
8309,quilleco,2020-06-18,NA
16107,quillon,2020-06-18,0.14312520462730546
5501,quillota,2020-06-18,0.3461075736258509
5801,quilpue,2020-06-18,0.2810624667545503
10210,quinchao,2020-06-18,NA
6114,quinta de tilcoco,2020-06-18,0.41156462585034015
13126,quinta normal,2020-06-18,0.48542854852378664
5107,quintero,2020-06-18,0.3246615703137442
16201,quirihue,2020-06-18,0.028571428571428574
6101,rancagua,2020-06-18,0.4905616936428432
16206,ranquil,2020-06-18,0.1836734693877551
7305,rauco,2020-06-18,NA
13127,recoleta,2020-06-18,0.4330678825557399
9209,renaico,2020-06-18,0.25170068027210885
13128,renca,2020-06-18,0.5091606583034005
6115,rengo,2020-06-18,0.4582970980372889
6116,requinoa,2020-06-18,0.504532967032967
7405,retiro,2020-06-18,0.3217687074829932
5303,rinconada,2020-06-18,0.20725108225108224
14204,rio bueno,2020-06-18,NA
7108,rio claro,2020-06-18,0.36904761904761907
4305,rio hurtado,2020-06-18,NA
10305,rio negro,2020-06-18,NA
7306,romeral,2020-06-18,0.2703405017921147
9116,saavedra,2020-06-18,0
7307,sagrada familia,2020-06-18,0.30952380952380953
4204,salamanca,2020-06-18,0.048701298701298704
5601,san antonio,2020-06-18,0.28714648875939197
13401,san bernardo,2020-06-18,0.46393009868543705
16301,san carlos,2020-06-18,0.14369877875816925
7109,san clemente,2020-06-18,0.16417686417686417
5304,san esteban,2020-06-18,0.2606981254040078
16304,san fabian,2020-06-18,NA
5701,san felipe,2020-06-18,0.23852312137256934
6301,san fernando,2020-06-18,0.28950255198912556
16108,san ignacio,2020-06-18,0.18639086403792285
7406,san javier,2020-06-18,0.17422877003522164
13129,san joaquin,2020-06-18,0.44025636166324017
13203,san jose de maipo,2020-06-18,0.3138849557418275
10306,san juan de la costa,2020-06-18,NA
13130,san miguel,2020-06-18,0.422636654287638
16305,san nicolas,2020-06-18,0.20272108843537415
10307,san pablo,2020-06-18,NA
13505,san pedro,2020-06-18,NA
2203,san pedro de atacama,2020-06-18,NA
8108,san pedro de la paz,2020-06-18,0.18867100081843877
7110,san rafael,2020-06-18,0.0873015873015873
13131,san ramon,2020-06-18,0.4876714427650418
8310,san rosendo,2020-06-18,NA
