Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2010-05-29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,1,1,0,13,0,0,3,0,0,2,0,8,0,1,1,0,4,0,0,0,0,1,0,4,0,6,2,1,0,1,4,1,4,0,3,3,0,3,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,12,0,1,3,1,0,1,0,3,0,1,0,1,2,0,0,0,0,1,0,2,0,4,0,10,0,4,2,0,2,0,0,7,0,1,7,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-31,15,2,0,1,0,0,1,1,7,0,0,0,0,1,0,5,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,20,1,1,2,1,4,0,0,3,0,6,1,1,0,0,1,0,1,0,1,1,0,7,0,1,1,3,0,0,1,2,6,0,6,0,1,7,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,1,0,0,27,1,0,5,5,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,14,6,0,2,0,4,5,0,2,0,1,0,0,0,0,0,0,0,0,0,1,6,0,6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,2,0,0,1,0,1,2,3,20,0,0,0,0,7,4,0,1,1,1,5,0,0,0,7,1,0,5,2,0,1,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,2,1,0,2,1,2,0,2,2,5,0,29,1,2,8,4,4,5,2,2,0,1,3,2,3,0,8,2,0,1,1,4,0,11,1,10,0,0,0,2,5,4,3,11,0,1,13,1,0,3,3,0,0,0,0,13,0,0,1,1,5,0,0,1,0,1,0,0,1,0,0,0,1,5,1,4,0,0,0,0,0,0,1,1,2,2,0,15,0,2,1,21,5,26,0,1,10,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,1,0
2010-06-01,7,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,0,0,1,1,1,7,0,0,0,0,0,1,0,1,0,0,0,6,1,1,0,0,0,0,1,3,0,0,6,1,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,2,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,1,0,0,2,0,2,2,0,3,0,0,0,4,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,21,0,2,2,0,0,1,2,7,1,2,2,1,5,0,1,2,0,0,2,4,0,16,2,1,2,3,4,3,7,1,1,1,1,1,10,2,0,1,4,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,4,0,0,2,0,2,0,9,1,8,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2010-06-02,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,5,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,2,0,4,1,0,1,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,1,5,0,0,0,0,3,3,1,0,0,0,2,0,0,1,2,1,1,2,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,2,2,19,0,1,6,1,0,3,0,6,0,0,1,0,2,0,5,0,1,0,1,5,0,6,2,6,0,1,2,2,2,0,0,9,0,2,12,0,0,2,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,8,2,7,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2010-06-03,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,15,0,2,0,0,0,1,0,1,0,8,0,0,1,0,3,0,0,0,0,0,2,2,0,1,1,0,0,0,0,6,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,6,1,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,1,0,0,0,0,2,1,4,1,23,0,0,4,0,0,6,1,5,0,2,2,0,2,0,4,0,0,0,2,4,0,9,2,4,0,2,4,1,3,1,0,10,0,3,9,0,0,0,8,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5,1,0,0,2,0,1,0,9,4,11,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
2010-06-04,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11,0,2,0,1,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,1,1,0,3,1,0,7,0,0,1,0,0,0,1,0,3,0,0,2,1,0,0,0,2,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,2,0,0,1,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,0,0,0,1,0,0,2,0,2,0,0,0,16,0,2,2,0,4,5,0,2,0,0,0,1,5,1,1,0,0,3,0,4,0,8,3,8,1,0,4,4,3,0,0,7,0,3,7,0,0,2,1,1,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,5,0,0,2,1,1,0,2,3,5,0,0,10,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
2010-06-05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,0,1,4,0,0,1,1,4,0,0,4,2,0,0,0,0,0,1,1,4,0,3,2,4,1,2,5,0,0,0,2,4,0,0,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,3,11,0,1,3,2,2,0,0,6,1,3,0,4,1,0,0,0,0,0,1,1,0,6,2,4,1,3,2,0,1,0,1,8,0,0,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-07,13,3,0,0,0,0,1,0,2,0,0,0,0,1,1,7,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,5,21,0,3,0,1,1,1,1,1,0,12,3,1,2,0,3,0,0,0,0,1,1,12,0,1,0,1,1,1,2,9,1,0,8,1,1,7,0,1,1,2,0,1,2,0,1,2,1,0,1,0,0,2,2,2,0,0,0,1,1,1,0,1,1,1,2,1,17,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,19,1,0,5,2,0,1,1,2,0,0,0,0,0,0,1,0,0,1,1,0,9,0,8,0,0,0,0,0,1,0,2,1,1,0,0,0,0,3,0,2,0,1,1,3,0,3,9,0,1,0,0,7,1,2,0,3,0,8,0,0,0,3,2,1,2,4,0,0,1,0,2,0,1,0,0,3,0,5,0,0,1,1,0,0,0,1,10,1,1,0,2,2,1,1,29,1,3,7,0,3,3,0,9,1,6,1,1,7,0,8,0,1,1,2,6,0,12,1,4,1,0,2,3,5,1,3,5,0,5,7,1,0,3,2,1,0,0,0,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,1,5,2,2,0,5,0,1,0,26,4,16,0,0,13,0,0,0,0,0,0,0,2,0,0,3,0,4,0,0,1,0,1,0
2010-06-08,7,4,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,11,0,1,1,0,0,1,0,0,0,8,0,1,0,0,1,0,0,2,0,1,0,5,0,0,1,0,1,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,10,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,3,0,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,4,0,0,0,0,5,1,0,0,0,0,4,0,1,0,5,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,22,1,1,3,0,0,1,0,3,0,3,0,1,2,0,5,0,2,3,1,0,1,6,1,14,0,4,2,4,3,3,0,10,0,2,17,2,0,2,5,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,2,1,0,3,0,5,0,10,2,12,0,1,7,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-06-09,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,10,1,1,0,1,2,0,0,1,0,6,0,0,2,1,0,0,0,1,0,0,0,2,0,1,1,0,1,0,0,3,0,0,8,0,0,3,0,0,0,1,1,4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,16,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,6,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,4,1,0,0,0,0,3,0,1,1,0,1,1,0,0,1,0,15,0,0,3,1,2,0,1,6,0,3,1,5,5,0,2,2,1,0,2,4,0,15,1,7,1,3,2,3,4,2,2,6,0,4,6,1,0,0,2,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,5,1,0,1,0,2,0,9,3,7,0,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-06-10,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,1,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,2,1,0,3,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,5,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,7,0,1,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,2,0,1,3,0,1,0,23,0,2,3,1,1,3,0,3,0,2,1,1,2,0,1,0,0,2,1,0,2,7,1,3,1,1,4,0,2,0,1,6,0,1,11,6,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,2,2,0,0,6,1,5,0,11,2,8,0,0,7,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0
2010-06-11,7,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,1,1,0,0,0,1,0,1,3,2,2,0,0,0,0,0,1,0,0,0,6,0,0,2,1,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,1,0,0,2,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,8,0,0,0,0,2,1,0,1,0,0,4,0,0,1,1,1,0,1,2,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,18,0,0,2,2,0,2,0,2,2,0,2,0,5,0,1,1,0,2,0,5,0,10,0,3,2,2,0,0,4,2,0,13,1,2,11,1,0,2,2,0,0,0,0,5,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,3,1,8,1,9,0,0,6,1,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0
2010-06-12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,1,0,0,1,1,0,1,2,1,1,0,1,0,0,0,3,0,0,7,0,4,1,1,5,2,0,0,0,4,0,0,5,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,10,0,3,5,0,1,3,1,3,1,1,1,1,4,0,0,0,0,3,0,1,0,8,4,4,4,3,4,0,6,0,0,6,0,4,6,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
