Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,2020-06-19,2020-06-23,2020-06-28,2020-07-01,2020-07-05,2020-07-10,2020-07-13,2020-07-17,2020-07-20,2020-07-24,2020-07-27,2020-07-31,2020-08-03,2020-08-07,2020-08-10,2020-08-14,2020-08-17,2020-08-21,2020-08-24,2020-08-28,Tasa
Metropolitana,13,Padre Hurtado,13604,74188.0,10.0,11.0,14.0,16.0,18.0,20.0,26.0,27.0,28.0,32.0,35.0,40.0,55.0,66.0,79.0,96.0,125.0,135.0,202.0,243.0,300.0,378.0,484.0,548.0,692.0,838.0,1191.0,1392.0,1546.0,1639.0,1724.0,1840.0,1902.0,1953.0,1992.0,2017.0,2042.0,2082.0,2121.0,2134.0,2149.0,2177.0,2189.0,2208.0,2226.0,2246,3027.4
Metropolitana,13,Paine,13404,82766.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,9.0,10.0,11.0,13.0,15.0,21.0,26.0,47.0,56.0,108.0,126.0,177.0,198.0,249.0,273.0,347.0,390.0,515.0,564.0,971.0,1096.0,1266.0,1335.0,1470.0,1582.0,1650.0,1730.0,1749.0,1775.0,1794.0,1823.0,1833.0,1863.0,1901.0,1926.0,1949.0,1964.0,1995.0,2023,2444.2
Metropolitana,13,Pedro Aguirre Cerda,13121,107803.0,7.0,13.0,13.0,16.0,19.0,36.0,54.0,70.0,78.0,89.0,109.0,129.0,180.0,229.0,294.0,349.0,525.0,657.0,890.0,994.0,1149.0,1314.0,1441.0,1684.0,1962.0,2171.0,2884.0,3181.0,3439.0,3528.0,3677.0,3826.0,3922.0,4013.0,4052.0,4133.0,4170.0,4219.0,4256.0,4312.0,4346.0,4384.0,4403.0,4437.0,4459.0,4485,4160.4
Metropolitana,13,Penaflor,13605,101058.0,10.0,13.0,13.0,18.0,18.0,20.0,25.0,26.0,29.0,35.0,44.0,51.0,67.0,76.0,87.0,102.0,130.0,155.0,222.0,274.0,363.0,446.0,574.0,674.0,831.0,1006.0,1544.0,1806.0,2117.0,2178.0,2325.0,2437.0,2516.0,2648.0,2663.0,2721.0,2753.0,2789.0,2798.0,2832.0,2854.0,2889.0,2915.0,2974.0,3008.0,3060,3028.0
Metropolitana,13,Penalolen,13122,266798.0,31.0,46.0,54.0,65.0,78.0,98.0,131.0,137.0,162.0,187.0,209.0,254.0,322.0,404.0,570.0,779.0,1157.0,1469.0,2160.0,2878.0,3505.0,4207.0,4899.0,5552.0,6360.0,6811.0,8368.0,9115.0,9745.0,9952.0,10300.0,10589.0,10796.0,11075.0,11136.0,11281.0,11384.0,11478.0,11560.0,11673.0,11740.0,11811.0,11871.0,11952.0,12017.0,12103,4536.4
Metropolitana,13,Pirque,13202,30433.0,0.0,0.0,0.0,4.0,4.0,9.0,10.0,12.0,13.0,14.0,16.0,19.0,30.0,43.0,51.0,58.0,92.0,107.0,136.0,169.0,231.0,289.0,324.0,388.0,418.0,453.0,725.0,799.0,848.0,879.0,931.0,982.0,1013.0,1029.0,1035.0,1056.0,1058.0,1064.0,1081.0,1094.0,1111.0,1121.0,1129.0,1135.0,1141.0,1150,3778.8
Metropolitana,13,Providencia,13123,157749.0,82.0,87.0,94.0,104.0,115.0,129.0,136.0,147.0,164.0,180.0,196.0,200.0,226.0,250.0,309.0,372.0,472.0,520.0,706.0,846.0,1071.0,1201.0,1403.0,1542.0,1737.0,1821.0,2207.0,2346.0,2515.0,2591.0,2719.0,2833.0,2905.0,2944.0,2971.0,3040.0,3084.0,3112.0,3147.0,3185.0,3218.0,3265.0,3286.0,3315.0,3335.0,3363,2131.9
Metropolitana,13,Pudahuel,13124,253139.0,17.0,25.0,32.0,44.0,52.0,67.0,78.0,88.0,103.0,118.0,137.0,167.0,233.0,288.0,372.0,491.0,622.0,744.0,1095.0,1376.0,1728.0,2288.0,2831.0,3201.0,3906.0,4840.0,6495.0,7236.0,7880.0,8128.0,8443.0,8752.0,8978.0,9158.0,9265.0,9368.0,9415.0,9510.0,9559.0,9665.0,9759.0,9869.0,9945.0,10015.0,10108.0,10218,4036.5
Metropolitana,13,Puente Alto,13201,645909.0,45.0,58.0,76.0,119.0,166.0,239.0,322.0,374.0,472.0,562.0,688.0,764.0,889.0,1129.0,1404.0,1658.0,2165.0,2780.0,3658.0,4495.0,5770.0,6698.0,7939.0,9143.0,10804.0,12212.0,15682.0,16920.0,18366.0,18932.0,19797.0,20536.0,20923.0,21296.0,21568.0,21893.0,22105.0,22315.0,22466.0,22824.0,23065.0,23354.0,23580.0,23799.0,23973.0,24162,3740.8
Metropolitana,13,Quilicura,13125,254694.0,17.0,29.0,33.0,51.0,57.0,79.0,94.0,101.0,112.0,129.0,164.0,236.0,423.0,546.0,758.0,826.0,1080.0,1193.0,1593.0,1968.0,2644.0,3091.0,3546.0,3887.0,4591.0,5053.0,6546.0,7061.0,7540.0,7684.0,7976.0,8211.0,8340.0,8463.0,8555.0,8672.0,8729.0,8841.0,8895.0,9005.0,9089.0,9165.0,9227.0,9285.0,9359.0,9457,3713.1
Metropolitana,13,Quinta Normal,13126,136368.0,21.0,25.0,35.0,41.0,57.0,69.0,84.0,105.0,125.0,149.0,172.0,194.0,262.0,306.0,377.0,459.0,560.0,627.0,879.0,1036.0,1255.0,1548.0,1897.0,2088.0,2511.0,2989.0,4041.0,4363.0,4660.0,4801.0,5016.0,5223.0,5358.0,5468.0,5527.0,5643.0,5695.0,5777.0,5869.0,5970.0,6051.0,6129.0,6182.0,6233.0,6281.0,6334,4644.8
Metropolitana,13,Recoleta,13127,190075.0,17.0,23.0,32.0,44.0,52.0,61.0,73.0,81.0,107.0,126.0,174.0,226.0,398.0,602.0,889.0,1028.0,1330.0,1516.0,2135.0,2560.0,3287.0,3623.0,4040.0,4358.0,4716.0,5124.0,6543.0,6935.0,7311.0,7446.0,7652.0,7820.0,7932.0,8045.0,8067.0,8139.0,8205.0,8275.0,8325.0,8381.0,8465.0,8544.0,8584.0,8620.0,8682.0,8745,4600.8
Metropolitana,13,Renca,13128,160847.0,9.0,14.0,18.0,19.0,22.0,28.0,42.0,50.0,70.0,82.0,107.0,131.0,185.0,255.0,342.0,418.0,510.0,605.0,967.0,1129.0,1374.0,1675.0,2180.0,2504.0,2884.0,3567.0,4766.0,5383.0,5997.0,6408.0,6761.0,7075.0,7273.0,7419.0,7589.0,7848.0,8032.0,8171.0,8249.0,8384.0,8520.0,8708.0,8814.0,8951.0,9005.0,9073,5640.8
Metropolitana,13,San Bernardo,13401,334836.0,32.0,41.0,53.0,74.0,79.0,117.0,140.0,156.0,198.0,237.0,318.0,372.0,435.0,544.0,683.0,773.0,1018.0,1247.0,1807.0,2116.0,2539.0,2877.0,3408.0,3845.0,4688.0,5280.0,7055.0,7726.0,8626.0,8974.0,9436.0,9831.0,10089.0,10310.0,10426.0,10576.0,10679.0,10789.0,10883.0,11027.0,11117.0,11251.0,11321.0,11411.0,11480.0,11625,3471.8
Metropolitana,13,San Joaquin,13129,103485.0,13.0,24.0,28.0,36.0,42.0,52.0,58.0,68.0,84.0,101.0,118.0,149.0,183.0,267.0,395.0,475.0,727.0,904.0,1325.0,1427.0,1603.0,1874.0,2068.0,2255.0,2534.0,2712.0,3449.0,3684.0,3937.0,4074.0,4254.0,4400.0,4522.0,4638.0,4689.0,4771.0,4802.0,4842.0,4870.0,4932.0,4980.0,5029.0,5065.0,5099.0,5128.0,5180,5005.6
Metropolitana,13,San Jose de Maipo,13203,18644.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,7.0,8.0,12.0,23.0,35.0,42.0,61.0,73.0,102.0,137.0,186.0,222.0,232.0,277.0,319.0,342.0,430.0,459.0,493.0,508.0,531.0,548.0,552.0,575.0,585.0,597.0,617.0,635.0,646.0,666.0,677.0,680.0,684.0,687.0,689.0,692,3711.6
Metropolitana,13,San Miguel,13130,133059.0,25.0,32.0,39.0,49.0,56.0,69.0,86.0,97.0,111.0,131.0,152.0,173.0,213.0,255.0,350.0,405.0,563.0,665.0,1015.0,1205.0,1444.0,1687.0,1988.0,2286.0,2597.0,2796.0,3644.0,3945.0,4249.0,4353.0,4523.0,4685.0,4782.0,4879.0,4942.0,4975.0,4961.0,5020.0,5054.0,5129.0,5179.0,5240.0,5276.0,5323.0,5409.0,5465,4107.2
Metropolitana,13,San Pedro,13505,11953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,10.0,12.0,15.0,17.0,18.0,25.0,26.0,33.0,37.0,44.0,49.0,58.0,77.0,109.0,127.0,153.0,169.0,185.0,198.0,211.0,211.0,213.0,219.0,221.0,220.0,222.0,224.0,229.0,238.0,245.0,246.0,250.0,250,2091.5
Metropolitana,13,San Ramon,13131,86510.0,0.0,6.0,9.0,9.0,12.0,18.0,20.0,27.0,32.0,42.0,66.0,90.0,144.0,220.0,327.0,381.0,638.0,719.0,1069.0,1329.0,1543.0,1698.0,1841.0,2107.0,2332.0,2549.0,3318.0,3510.0,3735.0,3825.0,3960.0,4084.0,4179.0,4250.0,4296.0,4350.0,4368.0,4406.0,4440.0,4465.0,4498.0,4520.0,4543.0,4573.0,4601.0,4621,5341.6
Metropolitana,13,Santiago,13101,503147.0,127.0,156.0,173.0,234.0,271.0,321.0,375.0,404.0,463.0,500.0,608.0,700.0,980.0,1294.0,1666.0,1873.0,2627.0,2961.0,3935.0,4618.0,5617.0,6278.0,7089.0,7786.0,8818.0,9412.0,11123.0,11831.0,12481.0,12728.0,13146.0,13592.0,13852.0,14041.0,14142.0,14329.0,14463.0,14541.0,14648.0,14741.0,14861.0,14986.0,15052.0,15125.0,15195.0,15311,3043.0
Metropolitana,13,Talagante,13601,81838.0,0.0,5.0,6.0,11.0,14.0,18.0,21.0,24.0,26.0,27.0,30.0,33.0,37.0,42.0,48.0,68.0,88.0,105.0,155.0,183.0,224.0,276.0,343.0,432.0,518.0,602.0,826.0,973.0,1146.0,1231.0,1332.0,1418.0,1480.0,1526.0,1537.0,1562.0,1594.0,1645.0,1652.0,1668.0,1685.0,1722.0,1763.0,1775.0,1786.0,1802,2201.9
Metropolitana,13,Tiltil,13303,21477.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,9.0,12.0,12.0,13.0,21.0,24.0,40.0,69.0,112.0,121.0,134.0,140.0,185.0,226.0,351.0,405.0,442.0,453.0,488.0,505.0,518.0,523.0,527.0,541.0,548.0,554.0,559.0,565.0,570.0,587.0,591.0,596.0,604.0,603,2807.7
Metropolitana,13,Vitacura,13132,96774.0,83.0,90.0,100.0,114.0,114.0,119.0,127.0,128.0,130.0,132.0,133.0,138.0,152.0,164.0,211.0,251.0,325.0,370.0,485.0,569.0,646.0,712.0,780.0,859.0,936.0,992.0,1107.0,1159.0,1234.0,1275.0,1341.0,1361.0,1380.0,1407.0,1420.0,1446.0,1463.0,1478.0,1499.0,1517.0,1531.0,1550.0,1562.0,1578.0,1596.0,1609,1662.6
Metropolitana,13,Desconocido Metropolitana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17813.0,18646.0,18109.0,19089.0,19020.0,18896.0,18678.0,18313.0,18219.0,17499.0,17255.0,17080.0,17035.0,16874.0,16381.0,16083.0,15951.0,15850.0,15780.0,15410,
Metropolitana,13,Total,,8125072.0,1180.0,1483.0,1729.0,2193.0,2542.0,3180.0,3802.0,4228.0,4915.0,5597.0,6700.0,7821.0,10491.0,13473.0,17925.0,21264.0,29207.0,34380.0,48266.0,58843.0,72815.0,85123.0,98958.0,112029.0,129580.0,144151.0,203580.0,220297.0,236572.0,244042.0,254025.0,262725.0,267963.0,272804.0,275391.0,278890.0,281115.0,283672.0,285779.0,288952.0,291235.0,293989.0,295864.0,297998.0,299962.0,302265.0,183003.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Libertador General Bernardo O’Higgins,06,Chepica,06302,15925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,6.0,6.0,8.0,6.0,8.0,9.0,21.0,37.0,50.0,58.0,66.0,79.0,98.0,111.0,128.0,135.0,139.0,148.0,152.0,151.0,155.0,157.0,162.0,165.0,174.0,183.0,194,1218.2
Del Libertador General Bernardo O’Higgins,06,Chimbarongo,06303,37696.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,6.0,11.0,16.0,19.0,23.0,32.0,42.0,46.0,57.0,71.0,90.0,99.0,113.0,129.0,138.0,150.0,157.0,167.0,175.0,185.0,188.0,197.0,203.0,210.0,210.0,217.0,224.0,228,604.8
Del Libertador General Bernardo O’Higgins,06,Codegua,06102,14096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,6.0,6.0,8.0,9.0,11.0,14.0,18.0,25.0,39.0,57.0,84.0,97.0,113.0,126.0,135.0,163.0,170.0,189.0,195.0,201.0,206.0,222.0,226.0,232.0,242.0,256.0,262.0,285,2021.9
Del Libertador General Bernardo O’Higgins,06,Coinco,06103,7831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,8.0,9.0,14.0,14.0,17.0,19.0,23.0,26.0,36.0,44.0,59.0,64.0,70.0,82.0,89.0,93.0,99.0,106.0,110.0,111.0,116.0,122.0,125.0,134.0,129.0,131.0,131.0,138,1762.2
Del Libertador General Bernardo O’Higgins,06,Coltauco,06104,21263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,16.0,16.0,17.0,22.0,25.0,28.0,30.0,33.0,39.0,51.0,71.0,81.0,90.0,99.0,119.0,122.0,139.0,149.0,174.0,193.0,205.0,226.0,245.0,267.0,279.0,295.0,310.0,339.0,352,1655.5
Del Libertador General Bernardo O’Higgins,06,Donihue,06105,22700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,6.0,10.0,14.0,20.0,23.0,31.0,32.0,35.0,45.0,50.0,56.0,93.0,138.0,186.0,207.0,264.0,295.0,307.0,336.0,357.0,373.0,380.0,397.0,414.0,424.0,427.0,442.0,451.0,463.0,471.0,479,2110.1
Del Libertador General Bernardo O’Higgins,06,Graneros,06106,36504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,10.0,17.0,23.0,27.0,32.0,36.0,45.0,45.0,47.0,61.0,72.0,96.0,153.0,207.0,257.0,278.0,306.0,363.0,389.0,409.0,419.0,450.0,456.0,464.0,468.0,480.0,494.0,525.0,540.0,560.0,573.0,598,1638.2
Del Libertador General Bernardo O’Higgins,06,La Estrella,06202,3114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,11.0,11.0,20.0,25.0,30.0,31.0,31.0,31.0,33.0,34.0,34.0,35.0,36.0,36.0,36.0,36.0,37.0,37.0,38.0,38,1220.3
Del Libertador General Bernardo O’Higgins,06,Las Cabras,06107,26749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,10.0,10.0,10.0,12.0,12.0,13.0,13.0,15.0,15.0,20.0,23.0,23.0,26.0,40.0,57.0,86.0,96.0,121.0,137.0,160.0,170.0,181.0,190.0,194.0,201.0,211.0,226.0,247.0,274.0,289.0,342.0,350.0,368,1375.8
Del Libertador General Bernardo O’Higgins,06,Litueche,06203,6765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,8.0,8.0,8.0,9.0,9.0,11.0,11.0,11.0,11.0,13.0,14.0,18.0,21.0,36.0,46.0,55.0,57.0,61.0,73.0,73.0,73.0,74.0,77.0,78.0,79.0,82.0,90.0,90.0,94.0,94.0,94.0,94.0,94,1389.5
Del Libertador General Bernardo O’Higgins,06,Lolol,06304,7289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,10.0,11.0,12.0,15.0,24.0,27.0,39.0,40.0,45.0,45.0,45.0,45.0,45.0,46.0,46.0,48.0,49.0,56.0,57.0,59.0,61.0,62.0,63.0,67,919.2
Del Libertador General Bernardo O’Higgins,06,Machali,06108,59913.0,0.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,16.0,16.0,16.0,16.0,19.0,20.0,24.0,26.0,29.0,37.0,44.0,49.0,66.0,88.0,100.0,119.0,218.0,346.0,540.0,627.0,731.0,802.0,835.0,876.0,891.0,934.0,945.0,965.0,986.0,996.0,1011.0,1024.0,1031.0,1039.0,1047.0,1060,1769.2
Del Libertador General Bernardo O’Higgins,06,Malloa,06109,14163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,8.0,9.0,23.0,25.0,42.0,46.0,52.0,61.0,72.0,84.0,89.0,104.0,114.0,127.0,129.0,130.0,136.0,144.0,144.0,151.0,152.0,165,1165.0
Del Libertador General Bernardo O’Higgins,06,Marchihue,06204,7632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,7.0,12.0,12.0,12.0,13.0,13.0,16.0,17.0,19.0,22.0,27.0,27.0,29.0,29.0,29.0,29.0,30.0,30.0,30.0,30.0,30,393.1
Del Libertador General Bernardo O’Higgins,06,Mostazal,06110,27462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,7.0,7.0,9.0,13.0,16.0,20.0,30.0,34.0,48.0,88.0,112.0,140.0,150.0,171.0,193.0,202.0,220.0,223.0,232.0,236.0,247.0,253.0,259.0,267.0,275.0,279.0,290.0,293.0,313,1139.8
Del Libertador General Bernardo O’Higgins,06,Nancagua,06305,19141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,8.0,12.0,13.0,16.0,18.0,27.0,43.0,49.0,50.0,54.0,56.0,66.0,74.0,79.0,83.0,86.0,91.0,91.0,94.0,96.0,101.0,110.0,111.0,115.0,121.0,127.0,128,668.7
Del Libertador General Bernardo O’Higgins,06,Navidad,06205,6904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,8.0,8.0,10.0,10.0,10.0,11.0,13.0,18.0,20.0,27.0,42.0,51.0,52.0,52.0,52.0,72.0,71.0,74.0,76.0,76.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76,1100.8
Del Libertador General Bernardo O’Higgins,06,Olivar,06111,14624.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,13.0,14.0,16.0,18.0,19.0,20.0,25.0,27.0,30.0,36.0,60.0,70.0,97.0,112.0,132.0,168.0,173.0,179.0,181.0,189.0,195.0,198.0,207.0,213.0,223.0,234.0,242.0,252.0,261.0,265,1812.1
Del Libertador General Bernardo O’Higgins,06,Palmilla,06306,13299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,4.0,6.0,10.0,15.0,19.0,26.0,27.0,28.0,32.0,33.0,37.0,37.0,39.0,39.0,43.0,46.0,54.0,59.0,66.0,70.0,79.0,96.0,115,864.7
Del Libertador General Bernardo O’Higgins,06,Paredones,06206,6349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,6.0,9.0,11.0,11.0,11.0,11.0,14.0,14.0,15.0,19.0,20.0,20.0,22.0,24.0,29.0,30.0,31.0,31.0,33.0,35.0,35,551.3
Del Libertador General Bernardo O’Higgins,06,Peralillo,06307,11848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,6.0,9.0,21.0,29.0,36.0,40.0,41.0,43.0,47.0,48.0,49.0,51.0,53.0,53.0,53.0,54.0,59.0,61.0,62.0,63.0,65.0,70.0,71.0,73,616.1
Del Libertador General Bernardo O’Higgins,06,Peumo,06112,14952.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,8.0,9.0,12.0,15.0,17.0,22.0,23.0,25.0,29.0,37.0,44.0,52.0,60.0,62.0,67.0,71.0,85.0,92.0,100.0,105.0,114.0,125.0,142,949.7
Del Libertador General Bernardo O’Higgins,06,Pichidegua,06113,20743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,6.0,8.0,9.0,11.0,12.0,12.0,15.0,15.0,24.0,33.0,54.0,61.0,79.0,101.0,111.0,123.0,127.0,139.0,149.0,161.0,166.0,213.0,242.0,270.0,275.0,303.0,315.0,359,1730.7
Del Libertador General Bernardo O’Higgins,06,Pichilemu,06201,17882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,8.0,8.0,9.0,11.0,14.0,15.0,16.0,21.0,30.0,34.0,35.0,36.0,45.0,48.0,50.0,53.0,54.0,54.0,54.0,54.0,54.0,55.0,55.0,55.0,56.0,58.0,60,335.5
Del Libertador General Bernardo O’Higgins,06,Placilla,06308,9164.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,6.0,7.0,8.0,13.0,16.0,20.0,29.0,29.0,32.0,35.0,40.0,50.0,52.0,55.0,56.0,62.0,64.0,64.0,64.0,66.0,69.0,72.0,73.0,73.0,75.0,77,840.2
Del Libertador General Bernardo O’Higgins,06,Pumanque,06309,3531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5,141.6
Del Libertador General Bernardo O’Higgins,06,Quinta de Tilcoco,06114,13877.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,7.0,14.0,24.0,40.0,49.0,59.0,71.0,78.0,83.0,86.0,95.0,104.0,107.0,112.0,121.0,127.0,128.0,130.0,132.0,132.0,132,951.2
Del Libertador General Bernardo O’Higgins,06,Rancagua,06101,265211.0,7.0,7.0,9.0,15.0,15.0,15.0,15.0,15.0,15.0,22.0,28.0,32.0,38.0,45.0,61.0,82.0,128.0,170.0,195.0,243.0,326.0,354.0,442.0,547.0,742.0,904.0,1721.0,2477.0,3257.0,3634.0,4160.0,4698.0,4948.0,5169.0,5269.0,5480.0,5558.0,5600.0,5660.0,5782.0,5932.0,6070.0,6149.0,6308.0,6434.0,6555,2471.6
Del Libertador General Bernardo O’Higgins,06,Rengo,06115,63710.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,7.0,8.0,10.0,9.0,11.0,14.0,21.0,22.0,27.0,35.0,38.0,47.0,51.0,82.0,98.0,190.0,271.0,381.0,416.0,519.0,688.0,747.0,839.0,855.0,910.0,958.0,978.0,996.0,1042.0,1103.0,1170.0,1182.0,1206.0,1219.0,1240,1946.3
Del Libertador General Bernardo O’Higgins,06,Requinoa,06116,30371.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,8.0,9.0,10.0,10.0,19.0,20.0,31.0,36.0,43.0,51.0,98.0,139.0,204.0,222.0,259.0,296.0,316.0,344.0,347.0,365.0,376.0,391.0,401.0,416.0,422.0,431.0,436.0,440.0,448.0,457,1504.7
Del Libertador General Bernardo O’Higgins,06,San Fernando,06301,78642.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,10.0,14.0,14.0,17.0,25.0,34.0,46.0,57.0,71.0,80.0,111.0,136.0,190.0,210.0,244.0,294.0,313.0,342.0,355.0,393.0,422.0,449.0,472.0,525.0,555.0,598.0,631.0,660.0,686.0,732,930.8
Del Libertador General Bernardo O’Higgins,06,San Vicente,06117,50617.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,9.0,11.0,14.0,20.0,25.0,35.0,40.0,43.0,45.0,51.0,52.0,67.0,81.0,122.0,164.0,205.0,218.0,249.0,278.0,306.0,328.0,343.0,406.0,426.0,456.0,475.0,512.0,583.0,642.0,658.0,682.0,706.0,740,1462.0
Del Libertador General Bernardo O’Higgins,06,Santa Cruz,06310,41096.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,6.0,11.0,12.0,13.0,15.0,19.0,22.0,35.0,46.0,65.0,77.0,88.0,92.0,107.0,127.0,133.0,149.0,150.0,166.0,176.0,189.0,207.0,228.0,249.0,275.0,285.0,303.0,328.0,364,885.7
Del Libertador General Bernardo O’Higgins,06,Desconocido O’Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,150.0,0.0,168.0,129.0,86.0,97.0,96.0,90.0,86.0,89.0,99.0,101.0,87.0,87.0,86.0,85.0,62.0,42.0,42,
Del Libertador General Bernardo O’Higgins,06,Total,,991063.0,7.0,17.0,24.0,31.0,31.0,31.0,48.0,54.0,55.0,60.0,81.0,92.0,114.0,133.0,168.0,215.0,324.0,423.0,503.0,606.0,773.0,845.0,1047.0,1280.0,1658.0,2044.0,3664.0,5066.0,6541.0,7423.0,8514.0,9745.0,10335.0,11001.0,11283.0,11930.0,12246.0,12551.0,12835.0,13336.0,13852.0,14403.0,14665.0,15131.0,15489.0,16006.0,40146.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
