Fecha,Origen,Destino,Viajes
2020-04-30,Huechuraba,Cerrillos,78
2020-04-30,Huechuraba,Cerro Navia,40
2020-04-30,Huechuraba,Conchali,409
2020-04-30,Huechuraba,El Bosque,45
2020-04-30,Huechuraba,Estacion Central,360
2020-04-30,Huechuraba,Huechuraba,775
2020-04-30,Huechuraba,Independencia,286
2020-04-30,Huechuraba,La Cisterna,500
2020-04-30,Huechuraba,La Florida,216
2020-04-30,Huechuraba,La Granja,44
2020-04-30,Huechuraba,La Pintana,54
2020-04-30,Huechuraba,La Reina,38
2020-04-30,Huechuraba,Las Condes,762
2020-04-30,Huechuraba,Lo Barnechea,34
2020-04-30,Huechuraba,Lo Espejo,69
2020-04-30,Huechuraba,Lo Prado,246
2020-04-30,Huechuraba,Macul,118
2020-04-30,Huechuraba,Maipu,140
2020-04-30,Huechuraba,Nunoa,246
2020-04-30,Huechuraba,Pedro Aguirre Cerda,44
2020-04-30,Huechuraba,Penalolen,172
2020-04-30,Huechuraba,Providencia,659
2020-04-30,Huechuraba,Pudahuel,121
2020-04-30,Huechuraba,Puente Alto,176
2020-04-30,Huechuraba,Quilicura,673
2020-04-30,Huechuraba,Quinta Normal,59
2020-04-30,Huechuraba,Recoleta,1154
2020-04-30,Huechuraba,Renca,89
2020-04-30,Huechuraba,San Bernardo,215
2020-04-30,Huechuraba,San Joaquin,131
2020-04-30,Huechuraba,San Miguel,517
2020-04-30,Huechuraba,San Ramon,63
2020-04-30,Huechuraba,Santiago,1540
2020-04-30,Huechuraba,Vitacura,46
2020-04-30,Huechuraba,(En Blanco),39
2020-04-30,Independencia,Cerrillos,117
2020-04-30,Independencia,Cerro Navia,23
2020-04-30,Independencia,Conchali,583
2020-04-30,Independencia,El Bosque,112
2020-04-30,Independencia,Estacion Central,533
2020-04-30,Independencia,Huechuraba,58
2020-04-30,Independencia,Independencia,512
2020-04-30,Independencia,La Cisterna,777
2020-04-30,Independencia,La Florida,442
2020-04-30,Independencia,La Granja,3
2020-04-30,Independencia,La Pintana,9
2020-04-30,Independencia,La Reina,229
2020-04-30,Independencia,Las Condes,940
2020-04-30,Independencia,Lo Barnechea,7
2020-04-30,Independencia,Lo Espejo,14
2020-04-30,Independencia,Lo Prado,363
2020-04-30,Independencia,Macul,130
2020-04-30,Independencia,Maipu,169
2020-04-30,Independencia,Nunoa,647
2020-04-30,Independencia,Pedro Aguirre Cerda,30
2020-04-30,Independencia,Penalolen,205
2020-04-30,Independencia,Providencia,1326
2020-04-30,Independencia,Pudahuel,175
2020-04-30,Independencia,Puente Alto,287
2020-04-30,Independencia,Quilicura,891
2020-04-30,Independencia,Quinta Normal,45
2020-04-30,Independencia,Recoleta,729
2020-04-30,Independencia,Renca,118
2020-04-30,Independencia,San Bernardo,519
2020-04-30,Independencia,San Joaquin,141
2020-04-30,Independencia,San Miguel,511
2020-04-30,Independencia,San Ramon,55
2020-04-30,Independencia,Santiago,2521
2020-04-30,Independencia,Vitacura,23
2020-04-30,Independencia,(En Blanco),100
2020-04-30,La Cisterna,Cerrillos,285
2020-04-30,La Cisterna,Cerro Navia,102
2020-04-30,La Cisterna,Conchali,507
2020-04-30,La Cisterna,El Bosque,430
2020-04-30,La Cisterna,Estacion Central,1336
2020-04-30,La Cisterna,Huechuraba,120
2020-04-30,La Cisterna,Independencia,449
2020-04-30,La Cisterna,La Cisterna,3799
2020-04-30,La Cisterna,La Florida,1414
2020-04-30,La Cisterna,La Granja,68
2020-04-30,La Cisterna,La Pintana,232
2020-04-30,La Cisterna,La Reina,305
2020-04-30,La Cisterna,Las Condes,1627
2020-04-30,La Cisterna,Lo Barnechea,39
2020-04-30,La Cisterna,Lo Espejo,321
2020-04-30,La Cisterna,Lo Prado,666
2020-04-30,La Cisterna,Macul,170
2020-04-30,La Cisterna,Maipu,561
2020-04-30,La Cisterna,Nunoa,859
2020-04-30,La Cisterna,Pedro Aguirre Cerda,301
2020-04-30,La Cisterna,Penalolen,695
2020-04-30,La Cisterna,Providencia,2822
2020-04-30,La Cisterna,Pudahuel,309
2020-04-30,La Cisterna,Puente Alto,1689
2020-04-30,La Cisterna,Quilicura,502
2020-04-30,La Cisterna,Quinta Normal,175
2020-04-30,La Cisterna,Recoleta,2431
2020-04-30,La Cisterna,Renca,223
2020-04-30,La Cisterna,San Bernardo,716
2020-04-30,La Cisterna,San Joaquin,233
2020-04-30,La Cisterna,San Miguel,2548
2020-04-30,La Cisterna,San Ramon,522
2020-04-30,La Cisterna,Santiago,5974
2020-04-30,La Cisterna,Vitacura,39
2020-04-30,La Cisterna,(En Blanco),17
2020-04-30,La Florida,Cerrillos,233
2020-04-30,La Florida,Cerro Navia,129
2020-04-30,La Florida,Conchali,359
2020-04-30,La Florida,El Bosque,38
2020-04-30,La Florida,Estacion Central,1061
2020-04-30,La Florida,Huechuraba,89
2020-04-30,La Florida,Independencia,486
2020-04-30,La Florida,La Cisterna,1591
2020-04-30,La Florida,La Florida,7075
2020-04-30,La Florida,La Granja,434
2020-04-30,La Florida,La Pintana,98
2020-04-30,La Florida,La Reina,566
2020-04-30,La Florida,Las Condes,2725
2020-04-30,La Florida,Lo Barnechea,74
2020-04-30,La Florida,Lo Espejo,54
2020-04-30,La Florida,Lo Prado,851
2020-04-30,La Florida,Macul,1119
2020-04-30,La Florida,Maipu,654
2020-04-30,La Florida,Nunoa,1655
2020-04-30,La Florida,Pedro Aguirre Cerda,171
2020-04-30,La Florida,Penalolen,1117
2020-04-30,La Florida,Providencia,5204
2020-04-30,La Florida,Pudahuel,615
2020-04-30,La Florida,Puente Alto,3613
2020-04-30,La Florida,Quilicura,558
2020-04-30,La Florida,Quinta Normal,203
2020-04-30,La Florida,Recoleta,1523
2020-04-30,La Florida,Renca,58
2020-04-30,La Florida,San Bernardo,117
2020-04-30,La Florida,San Joaquin,658
2020-04-30,La Florida,San Miguel,586
2020-04-30,La Florida,San Ramon,745
2020-04-30,La Florida,Santiago,5894
2020-04-30,La Florida,Vitacura,79
2020-04-30,La Florida,(En Blanco),69
2020-04-30,La Granja,Cerrillos,6
2020-04-30,La Granja,Cerro Navia,2
2020-04-30,La Granja,Conchali,12
2020-04-30,La Granja,El Bosque,4
2020-04-30,La Granja,Estacion Central,77
2020-04-30,La Granja,Huechuraba,16
2020-04-30,La Granja,Independencia,24
2020-04-30,La Granja,La Cisterna,171
2020-04-30,La Granja,La Florida,645
2020-04-30,La Granja,La Granja,283
2020-04-30,La Granja,La Pintana,15
2020-04-30,La Granja,La Reina,63
2020-04-30,La Granja,Las Condes,188
2020-04-30,La Granja,Lo Barnechea,10
2020-04-30,La Granja,Lo Espejo,9
2020-04-30,La Granja,Lo Prado,42
2020-04-30,La Granja,Macul,48
2020-04-30,La Granja,Maipu,76
2020-04-30,La Granja,Nunoa,90
2020-04-30,La Granja,Penalolen,85
2020-04-30,La Granja,Providencia,433
2020-04-30,La Granja,Pudahuel,32
2020-04-30,La Granja,Puente Alto,180
2020-04-30,La Granja,Quilicura,32
2020-04-30,La Granja,Quinta Normal,14
2020-04-30,La Granja,Recoleta,128
2020-04-30,La Granja,San Bernardo,31
2020-04-30,La Granja,San Joaquin,62
2020-04-30,La Granja,San Miguel,95
2020-04-30,La Granja,San Ramon,127
2020-04-30,La Granja,Santiago,440
2020-04-30,La Granja,Vitacura,7
2020-04-30,La Granja,(En Blanco),6
2020-04-30,La Pintana,Cerrillos,7
2020-04-30,La Pintana,Cerro Navia,30
2020-04-30,La Pintana,Conchali,47
2020-04-30,La Pintana,El Bosque,15
2020-04-30,La Pintana,Estacion Central,169
2020-04-30,La Pintana,Huechuraba,14
2020-04-30,La Pintana,Independencia,48
2020-04-30,La Pintana,La Cisterna,381
2020-04-30,La Pintana,La Florida,274
2020-04-30,La Pintana,La Granja,77
2020-04-30,La Pintana,La Pintana,127
2020-04-30,La Pintana,La Reina,102
2020-04-30,La Pintana,Las Condes,531
2020-04-30,La Pintana,Lo Barnechea,9
2020-04-30,La Pintana,Lo Espejo,34
2020-04-30,La Pintana,Lo Prado,82
2020-04-30,La Pintana,Macul,104
2020-04-30,La Pintana,Maipu,72
2020-04-30,La Pintana,Nunoa,196
2020-04-30,La Pintana,Pedro Aguirre Cerda,88
2020-04-30,La Pintana,Penalolen,130
2020-04-30,La Pintana,Providencia,738
2020-04-30,La Pintana,Pudahuel,64
2020-04-30,La Pintana,Puente Alto,145
2020-04-30,La Pintana,Quilicura,105
2020-04-30,La Pintana,Quinta Normal,23
2020-04-30,La Pintana,Recoleta,292
2020-04-30,La Pintana,Renca,17
2020-04-30,La Pintana,San Bernardo,7
2020-04-30,La Pintana,San Joaquin,105
2020-04-30,La Pintana,San Miguel,137
2020-04-30,La Pintana,San Ramon,130
2020-04-30,La Pintana,Santiago,1003
2020-04-30,La Pintana,Vitacura,51
2020-04-30,La Pintana,(En Blanco),17
2020-04-30,La Reina,Cerrillos,84
2020-04-30,La Reina,Cerro Navia,213
2020-04-30,La Reina,Conchali,157
2020-04-30,La Reina,El Bosque,9
2020-04-30,La Reina,Estacion Central,420
2020-04-30,La Reina,Huechuraba,57
2020-04-30,La Reina,Independencia,245
2020-04-30,La Reina,La Cisterna,269
2020-04-30,La Reina,La Florida,525
2020-04-30,La Reina,La Granja,10
2020-04-30,La Reina,La Pintana,26
2020-04-30,La Reina,La Reina,279
2020-04-30,La Reina,Las Condes,436
2020-04-30,La Reina,Lo Barnechea,10
2020-04-30,La Reina,Lo Espejo,8
2020-04-30,La Reina,Lo Prado,492
2020-04-30,La Reina,Macul,99
2020-04-30,La Reina,Maipu,129
2020-04-30,La Reina,Nunoa,910
2020-04-30,La Reina,Pedro Aguirre Cerda,66
2020-04-30,La Reina,Penalolen,512
2020-04-30,La Reina,Providencia,817
2020-04-30,La Reina,Pudahuel,334
2020-04-30,La Reina,Puente Alto,671
2020-04-30,La Reina,Quilicura,199
2020-04-30,La Reina,Quinta Normal,155
2020-04-30,La Reina,Recoleta,332
2020-04-30,La Reina,Renca,21
2020-04-30,La Reina,San Bernardo,33
2020-04-30,La Reina,San Joaquin,58
2020-04-30,La Reina,San Miguel,150
2020-04-30,La Reina,San Ramon,103
2020-04-30,La Reina,Santiago,1771
2020-04-30,La Reina,Vitacura,3
2020-04-30,La Reina,(En Blanco),76
2020-04-30,Las Condes,Cerrillos,605
2020-04-30,Las Condes,Cerro Navia,755
2020-04-30,Las Condes,Conchali,653
2020-04-30,Las Condes,El Bosque,56
2020-04-30,Las Condes,Estacion Central,3563
2020-04-30,Las Condes,Huechuraba,159
2020-04-30,Las Condes,Independencia,1081
2020-04-30,Las Condes,La Cisterna,1596
2020-04-30,Las Condes,La Florida,2399
2020-04-30,Las Condes,La Granja,74
2020-04-30,Las Condes,La Pintana,103
2020-04-30,Las Condes,La Reina,326
2020-04-30,Las Condes,Las Condes,6753
2020-04-30,Las Condes,Lo Barnechea,254
2020-04-30,Las Condes,Lo Espejo,100
2020-04-30,Las Condes,Lo Prado,3289
2020-04-30,Las Condes,Macul,427
2020-04-30,Las Condes,Maipu,1436
2020-04-30,Las Condes,Nunoa,1724
2020-04-30,Las Condes,Pedro Aguirre Cerda,394
2020-04-30,Las Condes,Penalolen,1210
2020-04-30,Las Condes,Providencia,5076
2020-04-30,Las Condes,Pudahuel,2754
2020-04-30,Las Condes,Puente Alto,3031
2020-04-30,Las Condes,Quilicura,468
2020-04-30,Las Condes,Quinta Normal,782
2020-04-30,Las Condes,Recoleta,1574
2020-04-30,Las Condes,Renca,159
2020-04-30,Las Condes,San Bernardo,234
2020-04-30,Las Condes,San Joaquin,289
2020-04-30,Las Condes,San Miguel,1138
2020-04-30,Las Condes,San Ramon,571
2020-04-30,Las Condes,Santiago,9708
2020-04-30,Las Condes,Vitacura,110
2020-04-30,Las Condes,(En Blanco),855
2020-04-30,Lo Barnechea,Cerrillos,16
2020-04-30,Lo Barnechea,Cerro Navia,336
2020-04-30,Lo Barnechea,Conchali,27
2020-04-30,Lo Barnechea,El Bosque,7
2020-04-30,Lo Barnechea,Estacion Central,216
2020-04-30,Lo Barnechea,Huechuraba,16
2020-04-30,Lo Barnechea,Independencia,36
2020-04-30,Lo Barnechea,La Cisterna,101
2020-04-30,Lo Barnechea,La Florida,147
2020-04-30,Lo Barnechea,La Granja,7
2020-04-30,Lo Barnechea,La Pintana,14
2020-04-30,Lo Barnechea,La Reina,21
2020-04-30,Lo Barnechea,Las Condes,920
2020-04-30,Lo Barnechea,Lo Barnechea,418
2020-04-30,Lo Barnechea,Lo Espejo,6
2020-04-30,Lo Barnechea,Lo Prado,172
2020-04-30,Lo Barnechea,Macul,32
2020-04-30,Lo Barnechea,Maipu,92
2020-04-30,Lo Barnechea,Nunoa,94
2020-04-30,Lo Barnechea,Pedro Aguirre Cerda,20
2020-04-30,Lo Barnechea,Penalolen,77
2020-04-30,Lo Barnechea,Providencia,338
2020-04-30,Lo Barnechea,Pudahuel,109
2020-04-30,Lo Barnechea,Puente Alto,189
2020-04-30,Lo Barnechea,Quilicura,65
2020-04-30,Lo Barnechea,Quinta Normal,115
2020-04-30,Lo Barnechea,Recoleta,105
2020-04-30,Lo Barnechea,Renca,12
2020-04-30,Lo Barnechea,San Bernardo,5
2020-04-30,Lo Barnechea,San Joaquin,6
2020-04-30,Lo Barnechea,San Miguel,39
2020-04-30,Lo Barnechea,San Ramon,26
2020-04-30,Lo Barnechea,Santiago,556
2020-04-30,Lo Barnechea,Vitacura,20
2020-04-30,Lo Barnechea,(En Blanco),51
2020-04-30,Lo Espejo,Cerrillos,97
2020-04-30,Lo Espejo,Cerro Navia,42
2020-04-30,Lo Espejo,Conchali,169
2020-04-30,Lo Espejo,El Bosque,8
2020-04-30,Lo Espejo,Estacion Central,190
2020-04-30,Lo Espejo,Huechuraba,90
2020-04-30,Lo Espejo,Independencia,145
2020-04-30,Lo Espejo,La Cisterna,291
2020-04-30,Lo Espejo,La Florida,96
2020-04-30,Lo Espejo,La Granja,4
2020-04-30,Lo Espejo,La Pintana,26
2020-04-30,Lo Espejo,La Reina,28
2020-04-30,Lo Espejo,Las Condes,368
2020-04-30,Lo Espejo,Lo Barnechea,5
2020-04-30,Lo Espejo,Lo Espejo,289
2020-04-30,Lo Espejo,Lo Prado,42
2020-04-30,Lo Espejo,Macul,25
2020-04-30,Lo Espejo,Maipu,284
2020-04-30,Lo Espejo,Nunoa,98
2020-04-30,Lo Espejo,Pedro Aguirre Cerda,168
2020-04-30,Lo Espejo,Penalolen,39
2020-04-30,Lo Espejo,Providencia,421
2020-04-30,Lo Espejo,Pudahuel,52
2020-04-30,Lo Espejo,Puente Alto,28
2020-04-30,Lo Espejo,Quilicura,82
2020-04-30,Lo Espejo,Quinta Normal,74
2020-04-30,Lo Espejo,Recoleta,275
2020-04-30,Lo Espejo,Renca,186
2020-04-30,Lo Espejo,San Bernardo,164
2020-04-30,Lo Espejo,San Joaquin,19
2020-04-30,Lo Espejo,San Miguel,286
2020-04-30,Lo Espejo,San Ramon,29
2020-04-30,Lo Espejo,Santiago,885
2020-04-30,Lo Espejo,Vitacura,15
2020-04-30,Lo Espejo,(En Blanco),52
2020-04-30,Lo Prado,Cerrillos,68
2020-04-30,Lo Prado,Cerro Navia,238
2020-04-30,Lo Prado,Conchali,223
2020-04-30,Lo Prado,El Bosque,9
2020-04-30,Lo Prado,Estacion Central,2449
2020-04-30,Lo Prado,Huechuraba,42
2020-04-30,Lo Prado,Independencia,388
2020-04-30,Lo Prado,La Cisterna,600
2020-04-30,Lo Prado,La Florida,671
2020-04-30,Lo Prado,La Granja,11
2020-04-30,Lo Prado,La Pintana,21
2020-04-30,Lo Prado,La Reina,369
2020-04-30,Lo Prado,Las Condes,3185
2020-04-30,Lo Prado,Lo Barnechea,47
2020-04-30,Lo Prado,Lo Espejo,10
2020-04-30,Lo Prado,Lo Prado,3215
2020-04-30,Lo Prado,Macul,233
2020-04-30,Lo Prado,Maipu,1646
2020-04-30,Lo Prado,Nunoa,866
2020-04-30,Lo Prado,Pedro Aguirre Cerda,45
2020-04-30,Lo Prado,Penalolen,465
2020-04-30,Lo Prado,Providencia,4171
2020-04-30,Lo Prado,Pudahuel,1386
2020-04-30,Lo Prado,Puente Alto,427
2020-04-30,Lo Prado,Quilicura,378
2020-04-30,Lo Prado,Quinta Normal,129
2020-04-30,Lo Prado,Recoleta,1771
2020-04-30,Lo Prado,Renca,156
2020-04-30,Lo Prado,San Bernardo,43
2020-04-30,Lo Prado,San Joaquin,323
2020-04-30,Lo Prado,San Miguel,682
2020-04-30,Lo Prado,San Ramon,95
2020-04-30,Lo Prado,Santiago,6409
2020-04-30,Lo Prado,Vitacura,51
2020-04-30,Lo Prado,(En Blanco),342
2020-04-30,Macul,Cerrillos,89
2020-04-30,Macul,Cerro Navia,65
2020-04-30,Macul,Conchali,73
2020-04-30,Macul,El Bosque,6
2020-04-30,Macul,Estacion Central,280
2020-04-30,Macul,Huechuraba,67
2020-04-30,Macul,Independencia,137
2020-04-30,Macul,La Cisterna,195
2020-04-30,Macul,La Florida,875
2020-04-30,Macul,La Granja,17
2020-04-30,Macul,La Pintana,13
2020-04-30,Macul,La Reina,63
2020-04-30,Macul,Las Condes,416
2020-04-30,Macul,Lo Barnechea,7
2020-04-30,Macul,Lo Espejo,12
2020-04-30,Macul,Lo Prado,290
2020-04-30,Macul,Macul,463
2020-04-30,Macul,Maipu,217
2020-04-30,Macul,Nunoa,298
2020-04-30,Macul,Pedro Aguirre Cerda,45
2020-04-30,Macul,Penalolen,285
2020-04-30,Macul,Providencia,854
2020-04-30,Macul,Pudahuel,274
2020-04-30,Macul,Puente Alto,727
2020-04-30,Macul,Quilicura,153
2020-04-30,Macul,Quinta Normal,105
2020-04-30,Macul,Recoleta,407
2020-04-30,Macul,Renca,48
2020-04-30,Macul,San Bernardo,45
2020-04-30,Macul,San Joaquin,286
2020-04-30,Macul,San Miguel,134
2020-04-30,Macul,San Ramon,62
2020-04-30,Macul,Santiago,1160
2020-04-30,Macul,Vitacura,16
2020-04-30,Macul,(En Blanco),61
2020-04-30,Maipu,Cerrillos,1579
2020-04-30,Maipu,Cerro Navia,326
2020-04-30,Maipu,Conchali,206
2020-04-30,Maipu,El Bosque,17
2020-04-30,Maipu,Estacion Central,3474
2020-04-30,Maipu,Huechuraba,41
2020-04-30,Maipu,Independencia,440
2020-04-30,Maipu,La Cisterna,751
2020-04-30,Maipu,La Florida,891
2020-04-30,Maipu,La Granja,21
2020-04-30,Maipu,La Pintana,33
2020-04-30,Maipu,La Reina,246
2020-04-30,Maipu,Las Condes,3184
2020-04-30,Maipu,Lo Barnechea,36
2020-04-30,Maipu,Lo Espejo,225
2020-04-30,Maipu,Lo Prado,1444
2020-04-30,Maipu,Macul,322
2020-04-30,Maipu,Maipu,11655
2020-04-30,Maipu,Nunoa,2162
2020-04-30,Maipu,Pedro Aguirre Cerda,197
2020-04-30,Maipu,Penalolen,2433
2020-04-30,Maipu,Providencia,4577
2020-04-30,Maipu,Pudahuel,1237
2020-04-30,Maipu,Puente Alto,564
2020-04-30,Maipu,Quilicura,385
2020-04-30,Maipu,Quinta Normal,402
2020-04-30,Maipu,Recoleta,1648
2020-04-30,Maipu,Renca,940
2020-04-30,Maipu,San Bernardo,88
2020-04-30,Maipu,San Joaquin,493
2020-04-30,Maipu,San Miguel,822
2020-04-30,Maipu,San Ramon,119
2020-04-30,Maipu,Santiago,5868
2020-04-30,Maipu,Vitacura,177
2020-04-30,Maipu,(En Blanco),445
2020-04-30,Nunoa,Cerrillos,367
2020-04-30,Nunoa,Cerro Navia,285
2020-04-30,Nunoa,Conchali,424
2020-04-30,Nunoa,El Bosque,16
2020-04-30,Nunoa,Estacion Central,966
2020-04-30,Nunoa,Huechuraba,37
2020-04-30,Nunoa,Independencia,644
2020-04-30,Nunoa,La Cisterna,786
2020-04-30,Nunoa,La Florida,1592
2020-04-30,Nunoa,La Granja,23
2020-04-30,Nunoa,La Pintana,33
2020-04-30,Nunoa,La Reina,578
2020-04-30,Nunoa,Las Condes,1425
2020-04-30,Nunoa,Lo Barnechea,19
2020-04-30,Nunoa,Lo Espejo,43
2020-04-30,Nunoa,Lo Prado,843
2020-04-30,Nunoa,Macul,400
2020-04-30,Nunoa,Maipu,846
2020-04-30,Nunoa,Nunoa,2106
2020-04-30,Nunoa,Pedro Aguirre Cerda,229
2020-04-30,Nunoa,Penalolen,962
2020-04-30,Nunoa,Providencia,2887
2020-04-30,Nunoa,Pudahuel,725
2020-04-30,Nunoa,Puente Alto,1684
2020-04-30,Nunoa,Quilicura,552
2020-04-30,Nunoa,Quinta Normal,214
2020-04-30,Nunoa,Recoleta,956
2020-04-30,Nunoa,Renca,37
2020-04-30,Nunoa,San Bernardo,105
2020-04-30,Nunoa,San Joaquin,206
2020-04-30,Nunoa,San Miguel,596
2020-04-30,Nunoa,San Ramon,270
2020-04-30,Nunoa,Santiago,4811
2020-04-30,Nunoa,Vitacura,30
2020-04-30,Nunoa,(En Blanco),295
2020-04-30,Pedro Aguirre Cerda,Cerrillos,95
2020-04-30,Pedro Aguirre Cerda,Cerro Navia,20
2020-04-30,Pedro Aguirre Cerda,Conchali,51
2020-04-30,Pedro Aguirre Cerda,El Bosque,9
2020-04-30,Pedro Aguirre Cerda,Estacion Central,387
2020-04-30,Pedro Aguirre Cerda,Huechuraba,14
2020-04-30,Pedro Aguirre Cerda,Independencia,56
2020-04-30,Pedro Aguirre Cerda,La Cisterna,220
2020-04-30,Pedro Aguirre Cerda,La Florida,164
2020-04-30,Pedro Aguirre Cerda,La Pintana,26
2020-04-30,Pedro Aguirre Cerda,La Reina,110
2020-04-30,Pedro Aguirre Cerda,Las Condes,517
2020-04-30,Pedro Aguirre Cerda,Lo Barnechea,2
2020-04-30,Pedro Aguirre Cerda,Lo Espejo,119
2020-04-30,Pedro Aguirre Cerda,Lo Prado,58
2020-04-30,Pedro Aguirre Cerda,Macul,104
2020-04-30,Pedro Aguirre Cerda,Maipu,210
2020-04-30,Pedro Aguirre Cerda,Nunoa,375
2020-04-30,Pedro Aguirre Cerda,Pedro Aguirre Cerda,134
2020-04-30,Pedro Aguirre Cerda,Penalolen,68
2020-04-30,Pedro Aguirre Cerda,Providencia,863
2020-04-30,Pedro Aguirre Cerda,Pudahuel,49
2020-04-30,Pedro Aguirre Cerda,Puente Alto,114
2020-04-30,Pedro Aguirre Cerda,Quilicura,53
2020-04-30,Pedro Aguirre Cerda,Quinta Normal,27
2020-04-30,Pedro Aguirre Cerda,Recoleta,332
2020-04-30,Pedro Aguirre Cerda,Renca,60
2020-04-30,Pedro Aguirre Cerda,San Bernardo,120
2020-04-30,Pedro Aguirre Cerda,San Joaquin,104
2020-04-30,Pedro Aguirre Cerda,San Miguel,254
2020-04-30,Pedro Aguirre Cerda,San Ramon,40
2020-04-30,Pedro Aguirre Cerda,Santiago,985
2020-04-30,Pedro Aguirre Cerda,Vitacura,9
2020-04-30,Pedro Aguirre Cerda,(En Blanco),187
2020-04-30,Penalolen,Cerrillos,137
2020-04-30,Penalolen,Cerro Navia,1611
2020-04-30,Penalolen,Conchali,230
2020-04-30,Penalolen,El Bosque,25
2020-04-30,Penalolen,Estacion Central,1692
2020-04-30,Penalolen,Huechuraba,146
2020-04-30,Penalolen,Independencia,299
2020-04-30,Penalolen,La Cisterna,900
2020-04-30,Penalolen,La Florida,1246
2020-04-30,Penalolen,La Granja,84
2020-04-30,Penalolen,La Pintana,61
2020-04-30,Penalolen,La Reina,581
2020-04-30,Penalolen,Las Condes,1779
2020-04-30,Penalolen,Lo Barnechea,74
2020-04-30,Penalolen,Lo Espejo,39
2020-04-30,Penalolen,Lo Prado,1151
2020-04-30,Penalolen,Macul,584
2020-04-30,Penalolen,Maipu,2466
2020-04-30,Penalolen,Nunoa,1443
2020-04-30,Penalolen,Pedro Aguirre Cerda,101
2020-04-30,Penalolen,Penalolen,1684
2020-04-30,Penalolen,Providencia,2891
2020-04-30,Penalolen,Pudahuel,2155
2020-04-30,Penalolen,Puente Alto,1322
2020-04-30,Penalolen,Quilicura,449
2020-04-30,Penalolen,Quinta Normal,1013
2020-04-30,Penalolen,Recoleta,880
2020-04-30,Penalolen,Renca,105
2020-04-30,Penalolen,San Bernardo,93
2020-04-30,Penalolen,San Joaquin,154
2020-04-30,Penalolen,San Miguel,350
2020-04-30,Penalolen,San Ramon,366
2020-04-30,Penalolen,Santiago,4317
2020-04-30,Penalolen,Vitacura,64
2020-04-30,Penalolen,(En Blanco),123
2020-04-30,Providencia,Cerrillos,728
2020-04-30,Providencia,Cerro Navia,448
2020-04-30,Providencia,Conchali,766
2020-04-30,Providencia,El Bosque,52
2020-04-30,Providencia,Estacion Central,3297
2020-04-30,Providencia,Huechuraba,113
2020-04-30,Providencia,Independencia,1004
2020-04-30,Providencia,La Cisterna,2172
2020-04-30,Providencia,La Florida,3691
2020-04-30,Providencia,La Granja,65
2020-04-30,Providencia,La Pintana,107
2020-04-30,Providencia,La Reina,590
2020-04-30,Providencia,Las Condes,3973
2020-04-30,Providencia,Lo Barnechea,138
2020-04-30,Providencia,Lo Espejo,106
2020-04-30,Providencia,Lo Prado,3242
2020-04-30,Providencia,Macul,694
2020-04-30,Providencia,Maipu,1267
2020-04-30,Providencia,Nunoa,2392
2020-04-30,Providencia,Pedro Aguirre Cerda,559
2020-04-30,Providencia,Penalolen,1439
2020-04-30,Providencia,Providencia,6269
2020-04-30,Providencia,Pudahuel,975
2020-04-30,Providencia,Puente Alto,3583
2020-04-30,Providencia,Quilicura,775
2020-04-30,Providencia,Quinta Normal,421
2020-04-30,Providencia,Recoleta,1864
2020-04-30,Providencia,Renca,517
2020-04-30,Providencia,San Bernardo,258
2020-04-30,Providencia,San Joaquin,441
2020-04-30,Providencia,San Miguel,1704
2020-04-30,Providencia,San Ramon,767
2020-04-30,Providencia,Santiago,10029
2020-04-30,Providencia,Vitacura,89
2020-04-30,Providencia,(En Blanco),1121
2020-04-30,Pudahuel,Cerrillos,46
2020-04-30,Pudahuel,Cerro Navia,805
2020-04-30,Pudahuel,Conchali,169
2020-04-30,Pudahuel,El Bosque,10
2020-04-30,Pudahuel,Estacion Central,681
2020-04-30,Pudahuel,Huechuraba,49
2020-04-30,Pudahuel,Independencia,293
2020-04-30,Pudahuel,La Cisterna,579
2020-04-30,Pudahuel,La Florida,913
2020-04-30,Pudahuel,La Granja,7
2020-04-30,Pudahuel,La Pintana,11
2020-04-30,Pudahuel,La Reina,468
2020-04-30,Pudahuel,Las Condes,4197
2020-04-30,Pudahuel,Lo Barnechea,58
2020-04-30,Pudahuel,Lo Espejo,18
2020-04-30,Pudahuel,Lo Prado,1832
2020-04-30,Pudahuel,Macul,542
2020-04-30,Pudahuel,Maipu,1170
2020-04-30,Pudahuel,Nunoa,1849
2020-04-30,Pudahuel,Pedro Aguirre Cerda,51
2020-04-30,Pudahuel,Penalolen,1640
2020-04-30,Pudahuel,Providencia,4138
2020-04-30,Pudahuel,Pudahuel,3146
2020-04-30,Pudahuel,Puente Alto,566
2020-04-30,Pudahuel,Quilicura,280
2020-04-30,Pudahuel,Quinta Normal,512
2020-04-30,Pudahuel,Recoleta,1069
2020-04-30,Pudahuel,Renca,128
2020-04-30,Pudahuel,San Bernardo,75
2020-04-30,Pudahuel,San Joaquin,306
2020-04-30,Pudahuel,San Miguel,560
2020-04-30,Pudahuel,San Ramon,124
2020-04-30,Pudahuel,Santiago,4957
2020-04-30,Pudahuel,Vitacura,75
2020-04-30,Pudahuel,(En Blanco),261
2020-04-30,Puente Alto,Cerrillos,237
2020-04-30,Puente Alto,Cerro Navia,133
2020-04-30,Puente Alto,Conchali,312
2020-04-30,Puente Alto,El Bosque,178
2020-04-30,Puente Alto,Estacion Central,1452
2020-04-30,Puente Alto,Huechuraba,205
