Semana,Inicio_semana,Fin_semana,Origen,Cod_region_origen,Region_origen,Destino,Cod_region_destino,Region_destino,Operaciones,Pasajeros
6,2020-02-03,2020-02-09,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,128.0,20076.0
7,2020-02-10,2020-02-16,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,127.0,20006.0
8,2020-02-17,2020-02-23,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,132.0,20040.0
9,2020-02-24,2020-03-01,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,113.0,17665.0
9,2020-02-24,2020-03-01,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,15.0,2017.0
10,2020-03-02,2020-03-08,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,125.0,17747.0
11,2020-03-09,2020-03-15,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,115.0,16499.0
12,2020-03-16,2020-03-22,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,72.0,8287.0
13,2020-03-23,2020-03-29,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,29.0,3190.0
14,2020-03-30,2020-04-05,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,8.0,963.0
14,2020-03-30,2020-04-05,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,16.0,1573.0
15,2020-04-06,2020-04-12,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,20.0,1544.0
16,2020-04-13,2020-04-19,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,20.0,1793.0
17,2020-04-20,2020-04-26,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,21.0,2107.0
18,2020-04-27,2020-05-03,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,18.0,1669.0
18,2020-04-27,2020-05-03,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,5.0,520.0
19,2020-05-04,2020-05-10,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,29.0,2575.0
20,2020-05-11,2020-05-17,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,24.0,1737.0
21,2020-05-18,2020-05-24,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,25.0,1932.0
22,2020-05-25,2020-05-31,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,22.0,1740.0
23,2020-06-01,2020-06-07,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,32.0,2443.0
24,2020-06-08,2020-06-14,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,29.0,2431.0
25,2020-06-15,2020-06-21,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,31.0,2573.0
26,2020-06-22,2020-06-28,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,34.0,3200.0
27,2020-06-29,2020-07-05,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,11.0,777.0
27,2020-06-29,2020-07-05,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,22.0,2019.0
28,2020-07-06,2020-07-12,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,35.0,2985.0
29,2020-07-13,2020-07-19,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,36.0,3259.0
30,2020-07-20,2020-07-26,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,41.0,3443.0
31,2020-07-27,2020-08-02,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,38.0,3315.0
31,2020-07-27,2020-08-02,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,6.0,606.0
32,2020-08-03,2020-08-09,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,42.0,4186.0
33,2020-08-10,2020-08-16,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,49.0,4837.0
34,2020-08-17,2020-08-23,Antofagasta,2,Antofagasta,Santiago,13,Metropolitana,43.0,4325.0
1,2020-01-01,2020-01-05,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,41.0,6288.0
2,2020-01-06,2020-01-12,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,71.0,10535.0
3,2020-01-13,2020-01-19,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,71.0,10879.0
4,2020-01-20,2020-01-26,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,74.0,11266.0
5,2020-01-27,2020-02-02,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,54.0,8109.0
5,2020-01-27,2020-02-02,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,22.0,3154.0
6,2020-02-03,2020-02-09,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,77.0,11567.0
7,2020-02-10,2020-02-16,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,77.0,12255.0
8,2020-02-17,2020-02-23,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,77.0,12267.0
9,2020-02-24,2020-03-01,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,66.0,10766.0
9,2020-02-24,2020-03-01,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,8.0,1392.0
10,2020-03-02,2020-03-08,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,52.0,8309.0
11,2020-03-09,2020-03-15,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,44.0,6954.0
12,2020-03-16,2020-03-22,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,32.0,4427.0
13,2020-03-23,2020-03-29,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,8.0,679.0
14,2020-03-30,2020-04-05,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,2.0,77.0
14,2020-03-30,2020-04-05,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,5.0,267.0
15,2020-04-06,2020-04-12,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,8.0,238.0
16,2020-04-13,2020-04-19,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,8.0,311.0
17,2020-04-20,2020-04-26,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,7.0,227.0
18,2020-04-27,2020-05-03,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,4.0,142.0
18,2020-04-27,2020-05-03,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,1.0,91.0
19,2020-05-04,2020-05-10,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,3.0,259.0
20,2020-05-11,2020-05-17,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,3.0,251.0
21,2020-05-18,2020-05-24,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,3.0,200.0
22,2020-05-25,2020-05-31,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,2.0,167.0
23,2020-06-01,2020-06-07,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,4.0,343.0
24,2020-06-08,2020-06-14,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,4.0,295.0
25,2020-06-15,2020-06-21,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,5.0,391.0
26,2020-06-22,2020-06-28,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,4.0,303.0
27,2020-06-29,2020-07-05,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,2.0,139.0
27,2020-06-29,2020-07-05,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,4.0,259.0
28,2020-07-06,2020-07-12,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,5.0,347.0
29,2020-07-13,2020-07-19,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,3.0,219.0
30,2020-07-20,2020-07-26,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,5.0,556.0
31,2020-07-27,2020-08-02,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,4.0,346.0
31,2020-07-27,2020-08-02,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,1.0,80.0
32,2020-08-03,2020-08-09,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,5.0,316.0
33,2020-08-10,2020-08-16,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,4.0,341.0
34,2020-08-17,2020-08-23,Arica,15,Arica y Parinacota,Santiago,13,Metropolitana,3.0,281.0
1,2020-01-01,2020-01-05,Balmaceda,11,Aysén,Santiago,13,Metropolitana,32.0,3793.0
2,2020-01-06,2020-01-12,Balmaceda,11,Aysén,Santiago,13,Metropolitana,47.0,5429.0
3,2020-01-13,2020-01-19,Balmaceda,11,Aysén,Santiago,13,Metropolitana,50.0,5750.0
4,2020-01-20,2020-01-26,Balmaceda,11,Aysén,Santiago,13,Metropolitana,51.0,5921.0
5,2020-01-27,2020-02-02,Balmaceda,11,Aysén,Santiago,13,Metropolitana,34.0,4093.0
5,2020-01-27,2020-02-02,Balmaceda,11,Aysén,Santiago,13,Metropolitana,17.0,1896.0
6,2020-02-03,2020-02-09,Balmaceda,11,Aysén,Santiago,13,Metropolitana,50.0,6235.0
7,2020-02-10,2020-02-16,Balmaceda,11,Aysén,Santiago,13,Metropolitana,52.0,6401.0
8,2020-02-17,2020-02-23,Balmaceda,11,Aysén,Santiago,13,Metropolitana,50.0,6405.0
9,2020-02-24,2020-03-01,Balmaceda,11,Aysén,Santiago,13,Metropolitana,42.0,5136.0
9,2020-02-24,2020-03-01,Balmaceda,11,Aysén,Santiago,13,Metropolitana,8.0,1023.0
10,2020-03-02,2020-03-08,Balmaceda,11,Aysén,Santiago,13,Metropolitana,36.0,4281.0
11,2020-03-09,2020-03-15,Balmaceda,11,Aysén,Santiago,13,Metropolitana,34.0,3943.0
12,2020-03-16,2020-03-22,Balmaceda,11,Aysén,Santiago,13,Metropolitana,24.0,2860.0
13,2020-03-23,2020-03-29,Balmaceda,11,Aysén,Santiago,13,Metropolitana,10.0,687.0
14,2020-03-30,2020-04-05,Balmaceda,11,Aysén,Santiago,13,Metropolitana,2.0,78.0
14,2020-03-30,2020-04-05,Balmaceda,11,Aysén,Santiago,13,Metropolitana,5.0,196.0
15,2020-04-06,2020-04-12,Balmaceda,11,Aysén,Santiago,13,Metropolitana,7.0,179.0
16,2020-04-13,2020-04-19,Balmaceda,11,Aysén,Santiago,13,Metropolitana,7.0,182.0
17,2020-04-20,2020-04-26,Balmaceda,11,Aysén,Santiago,13,Metropolitana,6.0,129.0
18,2020-04-27,2020-05-03,Balmaceda,11,Aysén,Santiago,13,Metropolitana,3.0,201.0
19,2020-05-04,2020-05-10,Balmaceda,11,Aysén,Santiago,13,Metropolitana,1.0,92.0
20,2020-05-11,2020-05-17,Balmaceda,11,Aysén,Santiago,13,Metropolitana,1.0,59.0
21,2020-05-18,2020-05-24,Balmaceda,11,Aysén,Santiago,13,Metropolitana,1.0,90.0
22,2020-05-25,2020-05-31,Balmaceda,11,Aysén,Santiago,13,Metropolitana,1.0,106.0
23,2020-06-01,2020-06-07,Balmaceda,11,Aysén,Santiago,13,Metropolitana,2.0,102.0
24,2020-06-08,2020-06-14,Balmaceda,11,Aysén,Santiago,13,Metropolitana,2.0,86.0
25,2020-06-15,2020-06-21,Balmaceda,11,Aysén,Santiago,13,Metropolitana,3.0,103.0
26,2020-06-22,2020-06-28,Balmaceda,11,Aysén,Santiago,13,Metropolitana,3.0,138.0
27,2020-06-29,2020-07-05,Balmaceda,11,Aysén,Santiago,13,Metropolitana,1.0,42.0
27,2020-06-29,2020-07-05,Balmaceda,11,Aysén,Santiago,13,Metropolitana,3.0,88.0
28,2020-07-06,2020-07-12,Balmaceda,11,Aysén,Santiago,13,Metropolitana,5.0,121.0
29,2020-07-13,2020-07-19,Balmaceda,11,Aysén,Santiago,13,Metropolitana,1.0,26.0
30,2020-07-20,2020-07-26,Balmaceda,11,Aysén,Santiago,13,Metropolitana,3.0,149.0
31,2020-07-27,2020-08-02,Balmaceda,11,Aysén,Santiago,13,Metropolitana,3.0,110.0
31,2020-07-27,2020-08-02,Balmaceda,11,Aysén,Santiago,13,Metropolitana,1.0,47.0
32,2020-08-03,2020-08-09,Balmaceda,11,Aysén,Santiago,13,Metropolitana,3.0,135.0
33,2020-08-10,2020-08-16,Balmaceda,11,Aysén,Santiago,13,Metropolitana,4.0,134.0
34,2020-08-17,2020-08-23,Balmaceda,11,Aysén,Santiago,13,Metropolitana,5.0,194.0
1,2020-01-01,2020-01-05,Calama,2,Antofagasta,Santiago,13,Metropolitana,90.0,11436.0
2,2020-01-06,2020-01-12,Calama,2,Antofagasta,Santiago,13,Metropolitana,129.0,19968.0
3,2020-01-13,2020-01-19,Calama,2,Antofagasta,Santiago,13,Metropolitana,131.0,20470.0
4,2020-01-20,2020-01-26,Calama,2,Antofagasta,Santiago,13,Metropolitana,117.0,19368.0
5,2020-01-27,2020-02-02,Calama,2,Antofagasta,Santiago,13,Metropolitana,99.0,15305.0
5,2020-01-27,2020-02-02,Calama,2,Antofagasta,Santiago,13,Metropolitana,29.0,4609.0
6,2020-02-03,2020-02-09,Calama,2,Antofagasta,Santiago,13,Metropolitana,128.0,19740.0
7,2020-02-10,2020-02-16,Calama,2,Antofagasta,Santiago,13,Metropolitana,123.0,19716.0
8,2020-02-17,2020-02-23,Calama,2,Antofagasta,Santiago,13,Metropolitana,135.0,20814.0
9,2020-02-24,2020-03-01,Calama,2,Antofagasta,Santiago,13,Metropolitana,115.0,18134.0
9,2020-02-24,2020-03-01,Calama,2,Antofagasta,Santiago,13,Metropolitana,17.0,2338.0
10,2020-03-02,2020-03-08,Calama,2,Antofagasta,Santiago,13,Metropolitana,127.0,19003.0
11,2020-03-09,2020-03-15,Calama,2,Antofagasta,Santiago,13,Metropolitana,124.0,18686.0
12,2020-03-16,2020-03-22,Calama,2,Antofagasta,Santiago,13,Metropolitana,82.0,12438.0
13,2020-03-23,2020-03-29,Calama,2,Antofagasta,Santiago,13,Metropolitana,34.0,5676.0
14,2020-03-30,2020-04-05,Calama,2,Antofagasta,Santiago,13,Metropolitana,9.0,1541.0
14,2020-03-30,2020-04-05,Calama,2,Antofagasta,Santiago,13,Metropolitana,17.0,2225.0
15,2020-04-06,2020-04-12,Calama,2,Antofagasta,Santiago,13,Metropolitana,21.0,2326.0
16,2020-04-13,2020-04-19,Calama,2,Antofagasta,Santiago,13,Metropolitana,17.0,2200.0
17,2020-04-20,2020-04-26,Calama,2,Antofagasta,Santiago,13,Metropolitana,21.0,2661.0
18,2020-04-27,2020-05-03,Calama,2,Antofagasta,Santiago,13,Metropolitana,17.0,1986.0
18,2020-04-27,2020-05-03,Calama,2,Antofagasta,Santiago,13,Metropolitana,7.0,723.0
19,2020-05-04,2020-05-10,Calama,2,Antofagasta,Santiago,13,Metropolitana,26.0,3054.0
20,2020-05-11,2020-05-17,Calama,2,Antofagasta,Santiago,13,Metropolitana,26.0,2890.0
21,2020-05-18,2020-05-24,Calama,2,Antofagasta,Santiago,13,Metropolitana,28.0,2865.0
22,2020-05-25,2020-05-31,Calama,2,Antofagasta,Santiago,13,Metropolitana,26.0,2956.0
23,2020-06-01,2020-06-07,Calama,2,Antofagasta,Santiago,13,Metropolitana,39.0,3576.0
24,2020-06-08,2020-06-14,Calama,2,Antofagasta,Santiago,13,Metropolitana,39.0,3201.0
25,2020-06-15,2020-06-21,Calama,2,Antofagasta,Santiago,13,Metropolitana,44.0,3562.0
26,2020-06-22,2020-06-28,Calama,2,Antofagasta,Santiago,13,Metropolitana,36.0,2902.0
27,2020-06-29,2020-07-05,Calama,2,Antofagasta,Santiago,13,Metropolitana,12.0,796.0
27,2020-06-29,2020-07-05,Calama,2,Antofagasta,Santiago,13,Metropolitana,22.0,1940.0
28,2020-07-06,2020-07-12,Calama,2,Antofagasta,Santiago,13,Metropolitana,23.0,1953.0
29,2020-07-13,2020-07-19,Calama,2,Antofagasta,Santiago,13,Metropolitana,18.0,1700.0
30,2020-07-20,2020-07-26,Calama,2,Antofagasta,Santiago,13,Metropolitana,22.0,1946.0
31,2020-07-27,2020-08-02,Calama,2,Antofagasta,Santiago,13,Metropolitana,24.0,2357.0
32,2020-08-03,2020-08-09,Calama,2,Antofagasta,Santiago,13,Metropolitana,27.0,2704.0
33,2020-08-10,2020-08-16,Calama,2,Antofagasta,Santiago,13,Metropolitana,28.0,2916.0
34,2020-08-17,2020-08-23,Calama,2,Antofagasta,Santiago,13,Metropolitana,20.0,1695.0
1,2020-01-01,2020-01-05,Concepción,8,Biobío,Santiago,13,Metropolitana,49.0,8321.0
2,2020-01-06,2020-01-12,Concepción,8,Biobío,Santiago,13,Metropolitana,80.0,13413.0
3,2020-01-13,2020-01-19,Concepción,8,Biobío,Santiago,13,Metropolitana,76.0,12945.0
4,2020-01-20,2020-01-26,Concepción,8,Biobío,Santiago,13,Metropolitana,79.0,13277.0
5,2020-01-27,2020-02-02,Concepción,8,Biobío,Santiago,13,Metropolitana,59.0,9598.0
5,2020-01-27,2020-02-02,Concepción,8,Biobío,Santiago,13,Metropolitana,21.0,3222.0
6,2020-02-03,2020-02-09,Concepción,8,Biobío,Santiago,13,Metropolitana,77.0,12466.0
7,2020-02-10,2020-02-16,Concepción,8,Biobío,Santiago,13,Metropolitana,73.0,12095.0
8,2020-02-17,2020-02-23,Concepción,8,Biobío,Santiago,13,Metropolitana,77.0,12216.0
9,2020-02-24,2020-03-01,Concepción,8,Biobío,Santiago,13,Metropolitana,66.0,10988.0
9,2020-02-24,2020-03-01,Concepción,8,Biobío,Santiago,13,Metropolitana,10.0,1547.0
10,2020-03-02,2020-03-08,Concepción,8,Biobío,Santiago,13,Metropolitana,89.0,13386.0
11,2020-03-09,2020-03-15,Concepción,8,Biobío,Santiago,13,Metropolitana,80.0,12054.0
12,2020-03-16,2020-03-22,Concepción,8,Biobío,Santiago,13,Metropolitana,50.0,3564.0
13,2020-03-23,2020-03-29,Concepción,8,Biobío,Santiago,13,Metropolitana,17.0,1156.0
14,2020-03-30,2020-04-05,Concepción,8,Biobío,Santiago,13,Metropolitana,2.0,142.0
14,2020-03-30,2020-04-05,Concepción,8,Biobío,Santiago,13,Metropolitana,10.0,795.0
15,2020-04-06,2020-04-12,Concepción,8,Biobío,Santiago,13,Metropolitana,10.0,614.0
16,2020-04-13,2020-04-19,Concepción,8,Biobío,Santiago,13,Metropolitana,7.0,279.0
17,2020-04-20,2020-04-26,Concepción,8,Biobío,Santiago,13,Metropolitana,10.0,629.0
18,2020-04-27,2020-05-03,Concepción,8,Biobío,Santiago,13,Metropolitana,5.0,371.0
18,2020-04-27,2020-05-03,Concepción,8,Biobío,Santiago,13,Metropolitana,1.0,76.0
19,2020-05-04,2020-05-10,Concepción,8,Biobío,Santiago,13,Metropolitana,7.0,544.0
20,2020-05-11,2020-05-17,Concepción,8,Biobío,Santiago,13,Metropolitana,5.0,281.0
21,2020-05-18,2020-05-24,Concepción,8,Biobío,Santiago,13,Metropolitana,5.0,295.0
22,2020-05-25,2020-05-31,Concepción,8,Biobío,Santiago,13,Metropolitana,5.0,242.0
23,2020-06-01,2020-06-07,Concepción,8,Biobío,Santiago,13,Metropolitana,10.0,347.0
24,2020-06-08,2020-06-14,Concepción,8,Biobío,Santiago,13,Metropolitana,11.0,522.0
25,2020-06-15,2020-06-21,Concepción,8,Biobío,Santiago,13,Metropolitana,8.0,308.0
26,2020-06-22,2020-06-28,Concepción,8,Biobío,Santiago,13,Metropolitana,9.0,463.0
27,2020-06-29,2020-07-05,Concepción,8,Biobío,Santiago,13,Metropolitana,3.0,135.0
27,2020-06-29,2020-07-05,Concepción,8,Biobío,Santiago,13,Metropolitana,5.0,386.0
28,2020-07-06,2020-07-12,Concepción,8,Biobío,Santiago,13,Metropolitana,8.0,376.0
29,2020-07-13,2020-07-19,Concepción,8,Biobío,Santiago,13,Metropolitana,7.0,271.0
30,2020-07-20,2020-07-26,Concepción,8,Biobío,Santiago,13,Metropolitana,6.0,339.0
31,2020-07-27,2020-08-02,Concepción,8,Biobío,Santiago,13,Metropolitana,6.0,411.0
31,2020-07-27,2020-08-02,Concepción,8,Biobío,Santiago,13,Metropolitana,1.0,36.0
32,2020-08-03,2020-08-09,Concepción,8,Biobío,Santiago,13,Metropolitana,8.0,730.0
33,2020-08-10,2020-08-16,Concepción,8,Biobío,Santiago,13,Metropolitana,9.0,914.0
34,2020-08-17,2020-08-23,Concepción,8,Biobío,Santiago,13,Metropolitana,9.0,852.0
1,2020-01-01,2020-01-05,Copiapó,3,Atacama,Santiago,13,Metropolitana,30.0,3906.0
2,2020-01-06,2020-01-12,Copiapó,3,Atacama,Santiago,13,Metropolitana,44.0,6820.0
3,2020-01-13,2020-01-19,Copiapó,3,Atacama,Santiago,13,Metropolitana,44.0,6929.0
4,2020-01-20,2020-01-26,Copiapó,3,Atacama,Santiago,13,Metropolitana,43.0,6815.0
5,2020-01-27,2020-02-02,Copiapó,3,Atacama,Santiago,13,Metropolitana,33.0,5181.0
5,2020-01-27,2020-02-02,Copiapó,3,Atacama,Santiago,13,Metropolitana,10.0,1446.0
6,2020-02-03,2020-02-09,Copiapó,3,Atacama,Santiago,13,Metropolitana,47.0,7029.0
7,2020-02-10,2020-02-16,Copiapó,3,Atacama,Santiago,13,Metropolitana,46.0,7099.0
8,2020-02-17,2020-02-23,Copiapó,3,Atacama,Santiago,13,Metropolitana,47.0,7286.0
9,2020-02-24,2020-03-01,Copiapó,3,Atacama,Santiago,13,Metropolitana,40.0,6332.0
9,2020-02-24,2020-03-01,Copiapó,3,Atacama,Santiago,13,Metropolitana,6.0,892.0
10,2020-03-02,2020-03-08,Copiapó,3,Atacama,Santiago,13,Metropolitana,45.0,6543.0
11,2020-03-09,2020-03-15,Copiapó,3,Atacama,Santiago,13,Metropolitana,42.0,6163.0
12,2020-03-16,2020-03-22,Copiapó,3,Atacama,Santiago,13,Metropolitana,28.0,2597.0
13,2020-03-23,2020-03-29,Copiapó,3,Atacama,Santiago,13,Metropolitana,7.0,341.0
14,2020-03-30,2020-04-05,Copiapó,3,Atacama,Santiago,13,Metropolitana,1.0,62.0
14,2020-03-30,2020-04-05,Copiapó,3,Atacama,Santiago,13,Metropolitana,6.0,187.0
15,2020-04-06,2020-04-12,Copiapó,3,Atacama,Santiago,13,Metropolitana,3.0,108.0
34,2020-08-17,2020-08-23,Copiapó,3,Atacama,Santiago,13,Metropolitana,2.0,148.0
1,2020-01-01,2020-01-05,Iquique,1,Tarapacá,Santiago,13,Metropolitana,74.0,10024.0
2,2020-01-06,2020-01-12,Iquique,1,Tarapacá,Santiago,13,Metropolitana,127.0,18369.0
3,2020-01-13,2020-01-19,Iquique,1,Tarapacá,Santiago,13,Metropolitana,127.0,19574.0
4,2020-01-20,2020-01-26,Iquique,1,Tarapacá,Santiago,13,Metropolitana,131.0,20107.0
5,2020-01-27,2020-02-02,Iquique,1,Tarapacá,Santiago,13,Metropolitana,96.0,14279.0
5,2020-01-27,2020-02-02,Iquique,1,Tarapacá,Santiago,13,Metropolitana,31.0,4873.0
6,2020-02-03,2020-02-09,Iquique,1,Tarapacá,Santiago,13,Metropolitana,137.0,20438.0
7,2020-02-10,2020-02-16,Iquique,1,Tarapacá,Santiago,13,Metropolitana,134.0,20991.0
8,2020-02-17,2020-02-23,Iquique,1,Tarapacá,Santiago,13,Metropolitana,124.0,19689.0
9,2020-02-24,2020-03-01,Iquique,1,Tarapacá,Santiago,13,Metropolitana,116.0,17574.0
9,2020-02-24,2020-03-01,Iquique,1,Tarapacá,Santiago,13,Metropolitana,14.0,2203.0
10,2020-03-02,2020-03-08,Iquique,1,Tarapacá,Santiago,13,Metropolitana,101.0,16055.0
11,2020-03-09,2020-03-15,Iquique,1,Tarapacá,Santiago,13,Metropolitana,93.0,14433.0
12,2020-03-16,2020-03-22,Iquique,1,Tarapacá,Santiago,13,Metropolitana,70.0,10756.0
13,2020-03-23,2020-03-29,Iquique,1,Tarapacá,Santiago,13,Metropolitana,23.0,1694.0
14,2020-03-30,2020-04-05,Iquique,1,Tarapacá,Santiago,13,Metropolitana,5.0,238.0
14,2020-03-30,2020-04-05,Iquique,1,Tarapacá,Santiago,13,Metropolitana,11.0,635.0
15,2020-04-06,2020-04-12,Iquique,1,Tarapacá,Santiago,13,Metropolitana,13.0,777.0
16,2020-04-13,2020-04-19,Iquique,1,Tarapacá,Santiago,13,Metropolitana,12.0,856.0
17,2020-04-20,2020-04-26,Iquique,1,Tarapacá,Santiago,13,Metropolitana,15.0,1035.0
18,2020-04-27,2020-05-03,Iquique,1,Tarapacá,Santiago,13,Metropolitana,10.0,982.0
18,2020-04-27,2020-05-03,Iquique,1,Tarapacá,Santiago,13,Metropolitana,3.0,294.0
19,2020-05-04,2020-05-10,Iquique,1,Tarapacá,Santiago,13,Metropolitana,16.0,1278.0
20,2020-05-11,2020-05-17,Iquique,1,Tarapacá,Santiago,13,Metropolitana,15.0,1512.0
21,2020-05-18,2020-05-24,Iquique,1,Tarapacá,Santiago,13,Metropolitana,16.0,1417.0
22,2020-05-25,2020-05-31,Iquique,1,Tarapacá,Santiago,13,Metropolitana,14.0,1145.0
23,2020-06-01,2020-06-07,Iquique,1,Tarapacá,Santiago,13,Metropolitana,19.0,1456.0
24,2020-06-08,2020-06-14,Iquique,1,Tarapacá,Santiago,13,Metropolitana,20.0,1652.0
25,2020-06-15,2020-06-21,Iquique,1,Tarapacá,Santiago,13,Metropolitana,22.0,1570.0
26,2020-06-22,2020-06-28,Iquique,1,Tarapacá,Santiago,13,Metropolitana,23.0,1702.0
27,2020-06-29,2020-07-05,Iquique,1,Tarapacá,Santiago,13,Metropolitana,7.0,574.0
27,2020-06-29,2020-07-05,Iquique,1,Tarapacá,Santiago,13,Metropolitana,17.0,1138.0
28,2020-07-06,2020-07-12,Iquique,1,Tarapacá,Santiago,13,Metropolitana,24.0,1851.0
29,2020-07-13,2020-07-19,Iquique,1,Tarapacá,Santiago,13,Metropolitana,29.0,2292.0
30,2020-07-20,2020-07-26,Iquique,1,Tarapacá,Santiago,13,Metropolitana,30.0,2522.0
31,2020-07-27,2020-08-02,Iquique,1,Tarapacá,Santiago,13,Metropolitana,33.0,2920.0
31,2020-07-27,2020-08-02,Iquique,1,Tarapacá,Santiago,13,Metropolitana,1.0,126.0
32,2020-08-03,2020-08-09,Iquique,1,Tarapacá,Santiago,13,Metropolitana,32.0,2612.0
33,2020-08-10,2020-08-16,Iquique,1,Tarapacá,Santiago,13,Metropolitana,37.0,3500.0
34,2020-08-17,2020-08-23,Iquique,1,Tarapacá,Santiago,13,Metropolitana,30.0,3039.0
1,2020-01-01,2020-01-05,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,10.0,2696.0
2,2020-01-06,2020-01-12,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,12.0,3139.0
3,2020-01-13,2020-01-19,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,12.0,3023.0
4,2020-01-20,2020-01-26,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,12.0,3183.0
5,2020-01-27,2020-02-02,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,8.0,2044.0
5,2020-01-27,2020-02-02,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,4.0,1101.0
6,2020-02-03,2020-02-09,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,12.0,3238.0
7,2020-02-10,2020-02-16,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,12.0,3319.0
8,2020-02-17,2020-02-23,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,12.0,3377.0
9,2020-02-24,2020-03-01,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,10.0,2898.0
9,2020-02-24,2020-03-01,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,2.0,524.0
10,2020-03-02,2020-03-08,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,12.0,3233.0
